PdmarticleID;Bezeichnung;Externer Schlüssel;Nennspannung;Leistungsverbrauch Betrieb;Leistungsverbrauch Ruhestellung;Leistungsverbrauch Dimensionierung;Anschluss;Nenndrehmoment;Drehmoment Feder Wert;Stellkraft;Notstellfunktion;Drehwinkel;Laufzeit Motor;Laufzeit Notstellfunktion;Stellzeit Motor;Stellzeit Notstellfunktion;Laufzeit Referenz;Schallleistungspegel Motor;Ansteuerung;Arbeitsbereich Y;Stellungsrückmeldung U;Stellsignal Y veränderbar;Anschluss Speisung / Steuerung;Schutzart IEC/EN;Umgebungstemperatur;6287;Produktbild 4c/bw;Datenblattname;Datenblatt PDF;Company [Competitor];Serie Valve [Competitor];Serie Actuator [Competitor];Produkttyp Antrieb [Wettbewerber];Produkttyp Ventil [Wettbewerber];DN;kvs;PN;Hub;Voltage [Competitor];Sound power level [Competitor];Control type [Competitor];Running Time min [Competitor];Running Time max [Competitor];Torque [Competitor];Stroke [Competitor];Power consumption [Competitor];Connection [Competitor];Safety function [Competitor];Integrated switch [Competitor];Integrated potentiometer [Competitor];Degree of protection [Competitor];Angle of rotation [Competitor];Working range [Competitor];Positioning feedback [Competitor];Spindle driver [Competitor];Manual override [Competitor];Additional Specification [Competitor];Belimo Retrofit1 Actuator;Belimo Retrofit1 Accessory1;Belimo Retrofit1 Form fit adapter;Belimo Retrofit1 Reducer;Belimo Retrofit1 Insulation cover;Belimo Retrofit2 Actuator;Belimo Retrofit2 Accessory1;Belimo Retrofit2 Form fit adapter;Belimo Retrofit2 Reducer;Belimo Retrofit3 Actuator;Belimo Retrofit3 Accessory;Belimo Retrofit3 Form fit adapter;Belimo Retrofit4 Actuator;Belimo Retrofit4 Accessory;Belimo Retrofit4 Form fit adapter;Belimo Retrofit Valve;Belimo Retrofit VA-Unit;Versions-Nr;Pfad
5629;SY4-24-SR-T;SY4-24-SR-T;AC/DC 24 V;254 W;;264 VA;Klemmen;400 Nm;;;;90°;23 s;;;;;70 dB(A);stetig;DC 0.5...10 V;DC 0.5...10 V;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C;;PIC_EU_SY2-SY6_4C.jpg;SY4-24-SR-T;SY4-24-SR-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;304;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY4.. (400 Nm)\stetig\AC/DC 24 V\
5644;SY4-230-SR-T;SY4-230-SR-T;AC 230 V;222 W;;253 VA;Klemmen;400 Nm;;;;90°;16 s;;;;;70 dB(A);stetig;DC 0.5...10 V;DC 0.5...10 V;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C;;PIC_EU_SY2-SY6_4C.jpg;SY4-230-SR-T;SY4-230-SR-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;314;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY4.. (400 Nm)\stetig\AC 230 V\
5655;SY4-230-3-T;SY4-230-3-T;AC 230 V;221 W;;253 VA;Klemmen;400 Nm;;;;90°;21 s;;;;;70 dB(A);Auf-Zu|3-Punkt;;;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C;;PIC_EU_SY2-SY6_4C.jpg;SY4-230-3-T;SY4-230-3-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;316;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY4.. (400 Nm)\Auf-Zu\AC 230 V\
59438;P140A;P140A;;;;;Kabel;;;;;;;;;;;;;;;;;IP54;;;PIC_EU_P140A_4C.jpg;P140A;P140A_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;295;EU\Produkte\Zubehör\Elektrisches Zubehör\Rückführpotentiometer\
59441;P1000A;P1000A;;;;;Kabel;;;;;;;;;;;;;;;;;IP54;;;PIC_EU_P1000A_4C.jpg;P1000A;P1000A_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;276;EU\Produkte\Zubehör\Elektrisches Zubehör\Rückführpotentiometer\
59445;P10000A;P10000A;;;;;Kabel;;;;;;;;;;;;;;;;;IP54;;;PIC_EU_P10000A_4C.jpg;P10000A;P10000A_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;277;EU\Produkte\Zubehör\Elektrisches Zubehör\Rückführpotentiometer\
59444;P5000A;P5000A;;;;;Kabel;;;;;;;;;;;;;;;;;IP54;;;PIC_EU_P5000A_4C.jpg;P5000A;P5000A_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;280;EU\Produkte\Zubehör\Elektrisches Zubehör\Rückführpotentiometer\
59451;S1A;S1A;;;;;Kabel;;;;;;;;;;;;;;;;;IP54;-30°C ... 50°C;;PIC_EU_S1A_4C.jpg;S1A;S1A_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;EU\Produkte\Zubehör\Elektrisches Zubehör\Hilfsschalter\
59457;S2A;S2A;;;;;Kabel;;;;;;;;;;;;;;;;;IP54;-30°C ... 50°C;;PIC_EU_S2A_4C.jpg;S2A;S2A_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;274;EU\Produkte\Zubehör\Elektrisches Zubehör\Hilfsschalter\
59921;SY4-24-3-T;SY4-24-3-T;AC/DC 24 V;208 W;;228 VA;Klemmen;400 Nm;;;;90°;30 s;;;;;70 dB(A);Auf-Zu|3-Punkt;;;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C ;;PIC_EU_SY2-SY6_4C.jpg;SY4-24-3-T;SY4-24-3-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY4.. (400 Nm)\Auf-Zu\AC 24 V\
59920;SY3-24-3-T;SY3-24-3-T;AC/DC 24 V;70 W;;78 VA;Klemmen;150 Nm;;;;90°;25 s;;;;;70 dB(A);Auf-Zu|3-Punkt;;;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C ;;PIC_EU_SY2-SY6_4C.jpg;SY3-24-3-T;SY3-24-3-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY3.. (150 Nm)\Auf-Zu\AC 24 V\
61713;SR24A-MF-R;SR24A-MF-R;AC/DC 24 V;4 W;1.25 W;6 VA;Kabel;20 Nm;;;;;90 s;;;;90°;35 dB(A);stetig;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Kabel 1 m, 4 x 0.75 mm²;IP54;0°C ... 50°C;;PIC_EU_SR24A-R_01_4C.jpg;SR24A-MF-R;SR24A-MF-R_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;406;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\Retrofit-Linkage\stetig, MF\AC/DC 24 V\
61708;SR230A-R;SR230A-R;AC 230 V;3 W;0.6 W;7 VA;Kabel;20 Nm;;;;;90 s;;;;90°;45 dB(A);Auf-Zu|3-Punkt;;;;Kabel 1 m, 3 x 0.75 mm²;IP54;0°C ... 50°C;;PIC_EU_SR24A-R_01_4C.jpg;SR230A-R;SR230A-R_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\SR..A (20 Nm)\Retrofit-Linkage\Auf-Zu\AC 230 V\
101275;NVK24A-MP-RE;NVK24A-MP-RE;AC/DC 24 V;2.5 W;1.5 W;6 VA;Klemmen;;;1000 N;Mit elektrischer Notstellfunktion 0...100%;;;;150 s / 20 mm;35 s / 20 mm;;56 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Klemmen 4 mm² (Kabel Ø 4...10 mm);IP54;0°C ... 50°C;;PIC_EU_NVK(C)24A..-RE_4C.jpg;NVK24A-MP-RE;NVK24A-MP-RE_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;397;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\NV..A-RE (1000N)\stetig, MP\AC/DC 24 V\
61717;SR24P-SR-R;SRAP-030 505 002P;AC/DC 24 V;2.5 W;0.4 W;5 VA;Kabel;20 Nm;;;;;90 s;;;;90°;45 dB(A);stetig;DC 2...10 V;DC 2...10 V;;Kabel 1 m, 4 x 0.75 mm² (halogenfrei);IP66 + IP67;-30°C ... 50°C ;;PIC_EU_Robustline-Water_1cab_4C.jpg;SR24P-SR-R;SR24P-SR-R_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\RobustLine-Antriebe\SR..P (20 Nm)\Retrofit-Linkage\stetig\AC/DC 24 V\
101272;SV24A-MP-RE;SV24A-MP-RE;AC/DC 24 V;2 W;1.5 W;3.5 VA;Klemmen;;;1500 N;;;;;150 s / 20 mm;;;35 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Klemmen 4 mm² (Kabel Ø 4...10 mm);IP54;0°C ... 50°C;;PIC_EU_Retrofit-Hub-alle_01_4C.jpg;SV24A-MP-RE;SV24A-MP-RE_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;359;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\SV..A-RE (1500N)\stetig, MP\AC/DC 24 V\
61595;GR230A-R;GR230A-R;AC 230 V;5 W;2 W;9 VA;Kabel;40 Nm;;;;;150 s;;;;90°;45 dB(A);Auf-Zu;;;;Kabel 1 m, 3 x 0.75 mm²;IP54;0°C ... 50°C ;;PIC_EU_GR-R_01_4C.jpg;GR230A-R;GR230A-R_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;345;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\GR..A (40 Nm)\Retrofit-Linkage\Auf-Zu\AC 230 V\
101274;NV24A-MP-RE;NV24A-MP-RE;AC/DC 24 V;1.5 W;0.5 W;3 VA;Klemmen;;;1000 N;;;;;150 s / 20 mm;;;45 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Klemmen 4 mm² (Kabel Ø 4...10 mm);IP54;0°C ... 50°C;;PIC_EU_Retrofit-Hub-alle_01_4C.jpg;NV24A-MP-RE;NV24A-MP-RE_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;351;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\NV..A-RE (1000N)\stetig, MP\AC/DC 24 V\
61712;SR230P-SR-R;SRAP-450 505 002P;AC 230 V;4 W;1 W;7.5 VA;Kabel;20 Nm;;;;;90 s;;;;90°;45 dB(A);stetig;DC 2...10 V;DC 2...10 V;;;IP66 + IP67;-30°C ... 50°C ;;PIC_EU_Robustline-Water_2cab_4C.jpg;SR230P-SR-R;SR230P-SR-R_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;339;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\RobustLine-Antriebe\SR..P (20 Nm)\Retrofit-Linkage\stetig\AC 230 V\
61716;SR24P-MF-R;SR24P-MF-R;AC/DC 24 V;4 W;1.3 W;6 VA;Kabel;20 Nm;;;;;90 s;;;;90°;45 dB(A);stetig;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Kabel 1 m, 4 x 0.75 mm² (halogenfrei);IP66 + IP67;-30°C ... 50°C ;;PIC_EU_Robustline-Water_1cab_4C.jpg;SR24P-MF-R;SR24P-MF-R_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;353;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\RobustLine-Antriebe\SR..P (20 Nm)\Retrofit-Linkage\stetig, MF\AC/DC 24 V\
101271;EV24A-MP-RE;EV24A-MP-RE;AC/DC 24 V;4 W;1.5 W;6 VA;Klemmen;;;2500 N;;;;;150 s / 40 mm (188 s / 50 mm);;;56 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Klemmen 4 mm² (Kabel Ø 4...10 mm);IP54;0°C ... 50°C;;PIC_EU_EV24A-MP-RE_4C.jpg;EV24A-MP-RE;EV24A-MP-RE_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\EV..A-RE (2500N)\stetig, MP\AC/DC 24 V\
101276;NVC24A-MP-RE;NVC24A-MP-RE;AC/DC 24 V;3.5 W;1.5 W;5.5 VA;Klemmen;;;1000 N;;;;;35 s / 20 mm;;;60 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Klemmen 4 mm² (Kabel Ø 4...10 mm);IP54;0°C ... 50°C;;PIC_EU_Retrofit-Hub-alle_01_4C.jpg;NVC24A-MP-RE;NVC24A-MP-RE_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;348;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\NV..A-RE (1000N)\stetig, MP\AC/DC 24 V\
59915;SY2-24-3-T;SY2-24-3-T;AC/DC 24 V;60 W;;70 VA;Klemmen;90 Nm;;;;90°;16 s;;;;;70 dB(A);Auf-Zu|3-Punkt;;;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C ;;PIC_EU_SY2-SY6_4C.jpg;SY2-24-3-T;SY2-24-3-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;361;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY2.. (90 Nm)\Auf-Zu\AC 24 V\
101273;SVC24A-MP-RE;SVC24A-MP-RE;AC/DC 24 V;4 W;1.5 W;6 VA;Klemmen;;;1500 N;;;;;35 s / 20 mm;;;60 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Klemmen 4 mm² (Kabel Ø 4...10 mm);IP54;0°C ... 50°C;;PIC_EU_Retrofit-Hub-alle_01_4C.jpg;SVC24A-MP-RE;SVC24A-MP-RE_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\SV..A-RE (1500N)\stetig, MP\AC/DC 24 V\
61723;SRF230A-R;SRF230A-R;AC 230 V;6.5 W;3.5 W;18 VA;Kabel;20 Nm;20 Nm;;Mit mechanischer Notstellfunktion;90°;75 s;<20 s / 90°;;;90°;45 dB(A);Auf-Zu;;;;Kabel 1 m, 2 x 0.75 mm²;IP54;0°C ... 50°C;;PIC_EU_SRF-neutral-1K_01_4C.jpg;SRF230A-R;SRF230A-R_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Retrofit-Linkage\Auf-Zu\AC 230 V\
102128;SRFA-S2-R;SRFA-S2-R;AC 24...240 V / DC 24...125 V;7 W;3.5 W;18 VA;Kabel;20 Nm;20 Nm;;Mit mechanischer Notstellfunktion;90°;75 s;<20 s / 90°;;;90°;45 dB(A);Auf-Zu;;;;Kabel 1 m, 2 x 0.75 mm²;IP54;0°C ... 50°C;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;SRFA-S2-R;SRFA-S2-R_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;228;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Drosselklappen-Linkage\Auf-Zu\AC 24...240V / DC 24...125V\
61761;SY3-24-MP-T;SY3-24-MP-T;AC/DC 24 V;69 W;;77 VA;Klemmen;150 Nm;;;;90°;24 s;;;;;70 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C;;PIC_EU_SY2-SY6_4C.jpg;SY3-24-MP-T;SY3-24-MP-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY3.. (150 Nm)\stetig, MP\AC/DC 24 V\
61783;NRDVX24-SR-T-SI;NRDVX24-SR-T-SI;AC/DC 24 V;1.5 W;;2.5 VA;Klemmen;;;500 N;;;;;140 s / 5.5 mm;;;35 dB(A);stetig;DC 2...10 V;DC 2...10 V;;Klemmen 4 mm² (Kabel Ø 6...8 mm, dreiadrig);IP40;0°C ... 50°C;;PIC_EU_NRDVX-neutral_01_4C.jpg;NRDVX24-SR-T-SI;NRDVX24-SR-T_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\NRDVX../NL../HL..\stetig\AC/DC 24 V\
61725;SRF24A-R;SRF24A-R;AC/DC 24 V;5 W;2.5 W;7.5 VA;Kabel;20 Nm;20 Nm;;Mit mechanischer Notstellfunktion;90°;75 s;<20 s / 90°;;;90°;45 dB(A);Auf-Zu;;;;Kabel 1 m, 2 x 0.75 mm²;IP54;0°C ... 50°C;;PIC_EU_SRF-neutral-1K_01_4C.jpg;SRF24A-R;SRF24A-R_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Retrofit-Linkage\Auf-Zu\AC/DC 24 V\
102126;SRFA-R;SRFA-R;AC 24...240 V / DC 24...125 V;7 W;3 W;18 VA;Kabel;20 Nm;20 Nm;;Mit mechanischer Notstellfunktion;90°;75 s;<20 s / 90°;;;90°;45 dB(A);Auf-Zu;;;;Kabel 1 m, 2 x 0.75 mm²;IP54;0°C ... 50°C;;PIC_EU_SRF-neutral-1K_01_4C.jpg;SRFA-R;SRFA-R_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;223;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Drosselklappen-Linkage\Auf-Zu\AC 24...240V / DC 24...125V\
59976;ZDB-LU;ZDB-LU;;;;;;;;;;;;;;;;;;;;;;;;;PIC_EU_ZDB-LU_Rotation limiter_BW.jpg;ZDB-LU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184;EU\Produkte\Zubehör\Mechanisches Zubehör\Lüftungsanwendungen\Drehwinkelbegrenzer\
101277;NVKC24A-MP-RE;NVKC24A-MP-RE;AC/DC 24 V;4.5 W;1.5 W;9 VA;Klemmen;;;1000 N;Mit elektrischer Notstellfunktion 0...100%;;;;35 s / 20 mm;35 s / 20 mm;;60 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Klemmen 4 mm² (Kabel Ø 4...10 mm);IP54;0°C ... 50°C;;PIC_EU_NVK(C)24A..-RE_4C.jpg;NVKC24A-MP-RE;NVKC24A-MP-RE_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;394;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\NV..A-RE (1000N)\stetig, MP\AC/DC 24 V\
61782;NRDVX230-3-T-SI;NRDVX230-3-T-SI;AC 230 V;3.5 W;;3.5 VA;Klemmen;;;500 N;;;;;140 s / 5.5 mm;;;35 dB(A);Auf-Zu|3-Punkt;;;;Klemmen 4 mm² (Kabel Ø 6...8 mm, dreiadrig);IP40;0°C ... 50°C;;PIC_EU_NRDVX-neutral_01_4C.jpg;NRDVX230-3-T-SI;NRDVX230-3-T_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;274;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\NRDVX../NL../HL..\3-Punkt\AC 230 V\
61753;SY2-24-MP-T;SY2-24-MP-T;AC/DC 24 V;65 W;;70 VA;Klemmen;90 Nm;;;;90°;15 s;;;;;70 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C;;PIC_EU_SY2-SY6_4C.jpg;SY2-24-MP-T;SY2-24-MP-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;519;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY2.. (90 Nm)\stetig, MP\AC/DC 24 V\
61724;SRF230A-S2-R;SRF230A-S2-R;AC 230 V;6.5 W;3.5 W;18 VA;Kabel;20 Nm;20 Nm;;Mit mechanischer Notstellfunktion;90°;75 s;<20 s / 90°;;;90°;45 dB(A);Auf-Zu;;;;Kabel 1 m, 2 x 0.75 mm²;IP54;0°C ... 50°C;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;SRF230A-S2-R;SRF230A-S2-R_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;352;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Retrofit-Linkage\Auf-Zu\AC 230 V\
61726;SRF24A-S2-R;SRF24A-S2-R;AC/DC 24 V;5 W;2.5 W;7.5 VA;Kabel;20 Nm;20 Nm;;Mit mechanischer Notstellfunktion;90°;75 s;<20 s / 90°;;;90°;45 dB(A);Auf-Zu;;;;Kabel 1 m, 2 x 0.75 mm²;IP54;0°C ... 50°C;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;SRF24A-S2-R;SRF24A-S2-R_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;339;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Retrofit-Linkage\Auf-Zu\AC/DC 24 V\
61766;SY4-24-MP-T;SY4-24-MP-T;AC/DC 24 V;254 W;;264 VA;Klemmen;400 Nm;;;;90°;23 s;;;;;70 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;;Klemmen 2.5 mm² (Draht 2 x 1.5 mm² oder 1 x 2.5 mm²);IP67;-30°C ... 65°C;;PIC_EU_SY2-SY6_4C.jpg;SY4-24-MP-T;SY4-24-MP-T_datasheet_de-ch.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;370;EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\SY-Antriebe\SY4.. (400 Nm)\stetig, MP\AC/DC 24 V\
61781;NRDVX24-3-T-SI;NRDVX24-3-T-SI;AC 24 V;1.5 W;;1.5 VA;Klemmen;;;500 N;;;;;140 s / 5.5 mm;;;35 dB(A);Auf-Zu|3-Punkt;;;;Klemmen 4 mm² (Kabel Ø 6...8 mm, dreiadrig);IP40;0°C ... 50°C;;PIC_EU_NRDVX-neutral_01_4C.jpg;NRDVX24-3-T-SI;NRDVX24-3-T-.._datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;272;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\NRDVX../NL../HL..\3-Punkt\AC/DC 24 V\
145634;AVK24A-MP-RE;AVK24A-MP-RE;AC/DC 24 V;5 W;2 W;9.5 VA;Klemmen;;;2000 N;Mit elektrischer Notstellfunktion 0...100%;;;;150 s / 32 mm;35 s / 32 mm;;60 dB(A);stetig|kommunikativ;DC 2...10 V;DC 2...10 V;Auf-Zu|3-Punkt (nur AC)|Stetig (DC 0...32 V);Klemmen 4 mm² (Kabel Ø 4...10 mm);IP54;0°C ... 50°C;;PIC_EU_AVK24A-MP-RE_4C.jpg;AVK24A-MP-RE;AVK24A-MP-RE_datasheet_de-ch.pdf;;;;Retrofit Antrieb für Fremdventil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;285;EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Retrofit-Antriebe\AVK..A-RE (2000N)\stetig, MP\AC/DC 24 V\
59986;ZGF-17;ZGF-17;;;;;;;;;;;;;;;;;;;;;;;;;PIC_EU_ZGF_Form-fit adapter_BW.jpg;ZGF-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165;EU\Produkte\Zubehör\Mechanisches Zubehör\Ventil Zubehör\Formschlussadapter\
