PdmarticleID#PdmarticleID	Label#Label	External Key#ExternalKey	Nominal voltage#83	Power consumption in operation#67	Power consumption in rest position#68	Power consumption for wire sizing#69	Connection#6759	Nominal torque#260	Spring torque value#117	Actuating force#118	Emergency control function#890	Angle of rotation#473	Running time motor#230	Running time reference#3645	Running time emergency control position#3474	Sound power level motor#135	Control#281	Positioning signal Y#120	Control signal Y variable#5695	Operating range Y#121	Position feedback U#122	Connection supply / control#96	Degree of protection IEC/EN#144	Direction of motion motor#119	Auxiliary switch#112	Spindle driver#137	Ambient temperature#156	6287	Product picture 4c/bw#377	Data sheet name#406	Data sheet PDF#660	Company [Competitor]#7687	Serie Actuator [Competitor]#7606	Product type Actuator [Competitor]#7614	Voltage [Competitor]#7607	Sound power level [Competitor]#7608	Control type [Competitor]#7609	Running Time min [Competitor]#7610	Running Time max [Competitor]#7776	Torque [Competitor]#7611	Stroke [Competitor]#7612	Power consumption [Competitor]#7681	Connection [Competitor]#7682	Safety function [Competitor]#7683	Integrated switch [Competitor]#7684	Integrated potentiometer [Competitor]#7685	Degree of protection [Competitor]#7686	Angle of rotation [Competitor]#7771	Working range [Competitor]#7772	Positioning feedback [Competitor]#7773	Spindle driver [Competitor]#7774	Manual override [Competitor]#7775	Additional Specification [Competitor]#7613	Belimo Retrofit1 Antrieb#7597	Belimo Retrofit1 Accessory1#7604	Belimo Retrofit1 Accessory2#7777	Belimo Retrofit1 Actuator Note#7881	Belimo Retrofit2 Actuator#7680	Belimo Retrofit2 Accessory1#7697	Belimo Retrofit2 Accessory2#7778	Belimo Retrofit2 Actuator Note#7882	Belimo Retrofit3 Actuator#7688	Belimo Retrofit3 Accessory#7698	Belimo Retrofit3 Actuator Note#7883	Belimo Retrofit4 Actuator#7704	Belimo Retrofit4 Accessory#7705	Belimo Retrofit4 Actuator Note#7884	Version Number#VersionNr	Path#Path
301784	NM230																															Belimo			AC 230 V	35 dB(A)	Open-close	75 s	150 s	8 Nm		18 VA	1 m				IP54	95°			8...20 mm			NM230A	Z-NMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301292	BS-04P2E																															Elodrive			AC 120...230 V	35 dB(A)	modulating	90 s		4 Nm		7 VA	0.9 m	yes			IP55	95°	DC 0(2)...10 V	DC 0(2)...10 V	8...20 mm	hand crank																57	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301461	DAB1.4																															Joventa			AC 24 V	35 dB(A)	3-point	35 s		2 Nm		1.8 W	1.2 m (halogen-free)				IP42	93°			8...13 mm	gear disengagement		TMC24A			Connection: cable 1 m, PVC|											57	EU\Retrofit (Competitors)\Air solutions\Joventa\
301456	DA2.S																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	80 s	110 s	16 Nm		6 VA	Terminal		2 x SPDT		IP40	93°			10...20 mm	gear disengagement		SM230A-S-TP				SM230A-TP	S2A		Accessory S2A with 2 adjustable switching points.|							59	EU\Retrofit (Competitors)\Air solutions\Joventa\
301451	DA1.P2																															Joventa			AC/DC 24 V	45 dB(A)	2- / 3-point	80 s	110 s	16 Nm		6.5 VA	Terminal				IP54	93°		140 Ω	10...20 mm	gear disengagement		SM24A-TP	P140A													55	EU\Retrofit (Competitors)\Air solutions\Joventa\
301290	BS-04F2E																															Elodrive			AC 120...230 V	35 dB(A)	3-point	90 s		4 Nm		6.5 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank																58	EU\Retrofit (Competitors)\Air solutions\Elodrive\
304385	GDB163.1E																															Siemens			AC 24 V		modulating	150 s		5 Nm		3 VA	0.9 m				IP54	95°	DC 0...10 V adjustable	DC 0...10 V	8...16 mm	gear disengagement	selfadaption	LM24A-MP														39	EU\Retrofit (Competitors)\Air solutions\Siemens\
304408	GIB335.1E																															Siemens			AC 230 V		3-point	150 s		35 Nm		5 VA	0.9 m		2 x SPDT		IP54	95°		1 kΩ	8...25 mm	no																40	EU\Retrofit (Competitors)\Air solutions\Siemens\
301299	BT-04A1E																															Elodrive			AC/DC 24 V	35 dB(A)	Open-close	30 s		4 Nm		6 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank		LF24														61	EU\Retrofit (Competitors)\Air solutions\Elodrive\
304238	RCM-510																															Newenta			AC 100...230 V		modulating			5 Nm									DC 0...10 V		6...15 mm			LM230ASR														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
304398	GEB332.1E																															Siemens			AC 230 V		3-point	150 s		15 Nm		3 VA	0.9 m				IP54	95°		1 kΩ	6.4...20 mm	gear disengagement		SM230A	P1000A													40	EU\Retrofit (Competitors)\Air solutions\Siemens\
301630	AM24-C7																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm			1 m (halogen-free)				IP54							SM24A	Z-SMA		Connection: cable 1 m, PVC|											55	EU\Retrofit (Competitors)\Air solutions\Belimo\
304403	GIB161.1E																															Siemens			AC 24 V		modulating	150 s		35 Nm		8 VA	0.9 m				IP54	95°	DC 0...10 V	DC 0...10 V	8...25 mm	no		GM24A-MP				GM24A-SR										37	EU\Retrofit (Competitors)\Air solutions\Siemens\
301635	AM24-MFT2-T																															Belimo			AC/DC 24 V		multifunctional	75 s	300 s	18 Nm			Terminal				IP55							SM24A-MP	Z-SMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301307	BTP-04F1E																															Elodrive			AC/DC 24 V	35 dB(A)	3-point	30 s		4 Nm		6 VA	0.9 m	yes			IP66	95°			8...20 mm	hand crank		LF24-MFT				LF24-3										60	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301625	AM24 H																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm							IP54							SM24A	Z-SMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301473	DAG2																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	140 s		32 Nm		4.5 VA	Terminal				IP54	93°			10...20 mm	gear disengagement		GM230A-TP			For 3-point control please get in touch with your local Belimo support.|											54	EU\Retrofit (Competitors)\Air solutions\Joventa\
301304	BT-04P2E																															Elodrive			AC 120...230 V	35 dB(A)	modulating	30 s		4 Nm		9.5 VA	0.9 m	yes			IP55	95°	DC 0(2)...10 V	DC 0(2)...10 V	8...20 mm	hand crank																57	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301463	DAD1.4																															Joventa			AC 24 V	35 dB(A)	3-point	72 s		4 Nm		2.2 W	1.2 m (halogen-free)				IP42	93°			8...13 mm	gear disengagement		LM24A			Connection: cable 1 m, PVC|											57	EU\Retrofit (Competitors)\Air solutions\Joventa\
301468	DAF2.06S																															Joventa			AC 230 V	55 dB(A)	Open-close	10 s	40 s	6 Nm		11 VA	1.2 m (halogen-free)	yes	1 x SPDT		IP54	93°			10...16 mm			NFA-S2			Connection: cable 1 m, PVC|											60	EU\Retrofit (Competitors)\Air solutions\Joventa\
301789	NM230/300 BL																															Belimo			AC 230 V	35 dB(A)	Open-close	75 s	150 s	8 Nm		18 VA	3 m				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											55	EU\Retrofit (Competitors)\Air solutions\Belimo\
304245	RCP-210																															Newenta			AC/DC 24 V		2- / 3-point			5 Nm											6...15 mm			LM24A														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301794	NM230-2/300																															Belimo			AC 230 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		18 VA	3 m				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301786	NM230 H																															Belimo			AC 230 V	35 dB(A)	Open-close	75 s	150 s	8 Nm		18 VA	1 m				IP54	95°			8...20 mm			NM230A	Z-NMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301637	AM24-S BL																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm					2 x SPDT		IP54							SM24A-S	Z-SMA			SM24A	S2A	Z-SMA	Accessory S2A with 2 adjustable switching points.|							59	EU\Retrofit (Competitors)\Air solutions\Belimo\
301301	BT-04F1E																															Elodrive			AC/DC 24 V	35 dB(A)	3-point	30 s		4 Nm		6 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank		LF24-MFT				LF24-3										60	EU\Retrofit (Competitors)\Air solutions\Elodrive\
304240	RCM-530																															Newenta			AC 100...230 V		modulating			15 Nm									DC 0...10 V		6...15 mm			SM230ASR														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301306	BTP-04A2E																															Elodrive			AC 120...230 V	35 dB(A)	Open-close	30 s		4 Nm		9 VA	0.9 m	yes			IP66	95°			8...20 mm	hand crank		LF230														59	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301309	BTP-04P1E																															Elodrive			AC/DC 24 V	35 dB(A)	modulating	30 s		4 Nm		6.5 VA	0.9 m	yes			IP66	95°	DC 0(2)...10 V	DC 0(2)...10 V	8...20 mm	hand crank		LF24-MFT														57	EU\Retrofit (Competitors)\Air solutions\Elodrive\
304400	GIB131.1E																															Siemens			AC 24 V		3-point	150 s		35 Nm		7 VA	0.9 m				IP54	95°			8...25 mm	no		GM24A-MP			For 3-point control, AC only.|											37	EU\Retrofit (Competitors)\Air solutions\Siemens\
304405	GIB164.1E																															Siemens			AC 24 V		modulating	150 s		35 Nm		8 VA	0.9 m		2 x SPDT		IP54	95°	DC 0...10 V adjustable	DC 0...10 V	8...25 mm	no		GM24A-MP	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Siemens\
304235	RCM-222																															Newenta			AC/DC 24 V		modulating			10 Nm					2 x SPDT				DC 0...10 V		6...15 mm			NM24A-SR	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301627	AM24 RS																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm							IP54							SM24A	Z-SMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
304247	RCP-219																															Newenta			AC/DC 24 V		2- / 3-point			5 Nm					2 x SPDT						6...15 mm			LM24A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301791	NM230-2 BL																															Belimo			AC 230 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		18 VA	3 m				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301796	NM230-2-C7																															Belimo			AC 230 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		18 VA	1 m (halogen-free)				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301470	DAG1.P1																															Joventa			AC/DC 24 V	45 dB(A)	2- / 3-point	140 s		32 Nm		3 VA	Terminal				IP54	93°		1 kΩ	10...20 mm	gear disengagement		GM24A-TP	P1000A			GM24A-MP-TP	P1000A		For 3-point control, AC only.|							56	EU\Retrofit (Competitors)\Air solutions\Joventa\
301632	AM24-MFT																															Belimo			AC/DC 24 V		multifunctional	75 s	300 s	18 Nm							IP54							SM24A-MP	Z-SMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301465	DAF1.06																															Joventa			AC 24 V	55 dB(A)	Open-close	10 s	40 s	6 Nm		9.8 VA	1.2 m (halogen-free)	yes			IP54	93°			10...16 mm			NF24A			Connection: cable 1 m, PVC|											58	EU\Retrofit (Competitors)\Air solutions\Joventa\
304397	GEB331.1E																															Siemens			AC 230 V		3-point	150 s		15 Nm		3 VA	0.9 m				IP54	95°			6.4...20 mm	gear disengagement		SM230A														40	EU\Retrofit (Competitors)\Air solutions\Siemens\
301788	NM230/300																															Belimo			AC 230 V	35 dB(A)	Open-close	75 s	150 s	8 Nm		18 VA	3 m				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											54	EU\Retrofit (Competitors)\Air solutions\Belimo\
301311	227-024-05-S1																															Gruner			AC/DC 24 V	35 dB(A)	2- / 3-point	100 s		5 Nm		4 VA	1 m (halogen-free)		1 x SPDT		IP54	95°			8...20 mm			LM24A-S			Connection: cable 1 m, PVC|											55	EU\Retrofit (Competitors)\Air solutions\Gruner\
304402	GIB136.1E																															Siemens			AC 24 V		3-point	150 s		35 Nm		7 VA	0.9 m		2 x SPDT		IP54	95°			8...25 mm	no		GM24A-MP	S2A		"For 3-point control, AC only.|
Accessory S2A with 2 adjustable switching points.|"											40	EU\Retrofit (Competitors)\Air solutions\Siemens\
304407	GIB331.1E																															Siemens			AC 230 V		3-point	150 s		35 Nm		5 VA	0.9 m				IP54	95°			8...25 mm	no																37	EU\Retrofit (Competitors)\Air solutions\Siemens\
301634	AM24-MFT2 BL																															Belimo			AC/DC 24 V		multifunctional	75 s	300 s	18 Nm							IP54							SM24A-MP	Z-SMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
304242	RCP-119																															Newenta			AC 24 V		2- / 3-point			5 Nm					2 x SPDT						6...15 mm			LM24A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301629	AM24/500																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm			5 m				IP54							SM24A	Z-SMA		Connection: cable 1 m, PVC|											55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301462	DAB1.4C																															Joventa			AC 24 V	35 dB(A)	3-point	35 s		2 Nm		1.8 W	Terminal				IP42	93°			8...13 mm	gear disengagement		TMC24A														55	EU\Retrofit (Competitors)\Air solutions\Joventa\
304237	RCM-232																															Newenta			AC/DC 24 V		modulating			15 Nm					2 x SPDT				DC 0...10 V		6...15 mm			SM24A-SR	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301798	NM230-2-F1/300																															Belimo			AC 230 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		18 VA	3 m				IP54	95°			8 mm			NM230A-F	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301467	DAF2.06																															Joventa			AC 230 V	55 dB(A)	Open-close	10 s	40 s	6 Nm		11 VA	1.2 m (halogen-free)	yes			IP54	93°			10...16 mm			NFA			Connection: cable 1 m, PVC|											58	EU\Retrofit (Competitors)\Air solutions\Joventa\
304244	RCP-129																															Newenta			AC 24 V		2- / 3-point			10 Nm					2 x SPDT						6...15 mm			NM24A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301472	DAG1.S																															Joventa			AC/DC 24 V	45 dB(A)	2- / 3-point	140 s		32 Nm		3 VA	Terminal		2 x SPDT		IP54	93°			10...20 mm	gear disengagement		GM24A-TP	S2A		Accessory S2A with 2 adjustable switching points.|	GM24A-MP-TP	S2A		"For 3-point control, AC only.|
Accessory S2A with 2 adjustable switching points.|"							59	EU\Retrofit (Competitors)\Air solutions\Joventa\
301303	BT-04P1E																															Elodrive			AC/DC 24 V	35 dB(A)	modulating	30 s		4 Nm		6.5 VA	0.9 m	yes			IP55	95°	DC 0(2)...10 V	DC 0(2)...10 V	8...20 mm	hand crank		LF24-MFT														57	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301793	NM230-2 SSB																															Belimo			AC 230 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		18 VA	3 m				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301300	BT-04A2E																															Elodrive			AC 120...230 V	35 dB(A)	Open-close	30 s		4 Nm		9 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank		LF230														59	EU\Retrofit (Competitors)\Air solutions\Elodrive\
304399	GEB336.1E																															Siemens			AC 230 V		3-point	150 s		15 Nm		3 VA	0.9 m		2 x SPDT		IP54	95°			6.4...20 mm	gear disengagement		SM230A-S				SM230A	S2A		Accessory S2A with 2 adjustable switching points.|							43	EU\Retrofit (Competitors)\Air solutions\Siemens\
301631	AM24LON																															Belimo			AC/DC 24 V		LonWorks	75 s	300 s	18 Nm							IP54							SM24ALON	Z-SMA													56	EU\Retrofit (Competitors)\Air solutions\Belimo\
304409	GIB336.1E																															Siemens			AC 230 V		3-point	150 s		35 Nm		5 VA	0.9 m		2 x SPDT		IP54	95°			8...25 mm	no																40	EU\Retrofit (Competitors)\Air solutions\Siemens\
301308	BTP-04F2E																															Elodrive			AC 120...230 V	35 dB(A)	3-point	30 s		4 Nm		9 VA	0.9 m	yes			IP66	95°			8...20 mm	hand crank																58	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301636	AM24-S																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm					2 x SPDT		IP54							SM24A-S	Z-SMA			SM24A	S2A	Z-SMA	Accessory S2A with 2 adjustable switching points.|							59	EU\Retrofit (Competitors)\Air solutions\Belimo\
301790	NM230-2																															Belimo			AC 230 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		18 VA	3 m				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
304404	GIB163.1E																															Siemens			AC 24 V		modulating	150 s		35 Nm		8 VA	0.9 m				IP54	95°	DC 0...10 V adjustable	DC 0...10 V	8...25 mm	no		GM24A-MP														36	EU\Retrofit (Competitors)\Air solutions\Siemens\
301626	AM24 NC																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm							IP54							SM24A	Z-SMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301464	DAD1.4C																															Joventa			AC 24 V	35 dB(A)	3-point	72 s		4 Nm		2.2 W	Terminal				IP42	93°			8...13 mm	gear disengagement		LM24A-TP														55	EU\Retrofit (Competitors)\Air solutions\Joventa\
301305	BTP-04A1E																															Elodrive			AC/DC 24 V	35 dB(A)	Open-close	30 s		4 Nm		6 VA	0.9 m	yes			IP66	95°			8...20 mm	hand crank		LF24-MFT														59	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301474	DAG2.P1																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	140 s		32 Nm		4.5 VA	Terminal				IP54	93°		1 kΩ	10...20 mm	gear disengagement		GM230A-TP	P1000A		For 3-point control please get in touch with your local Belimo support.|											54	EU\Retrofit (Competitors)\Air solutions\Joventa\
304406	GIB166.1E																															Siemens			AC 24 V		modulating	150 s		35 Nm		8 VA	0.9 m		2 x SPDT		IP54	95°	DC 0...10 V	DC 0...10 V	8...25 mm	no		GM24A-MP	S2A		Accessory S2A with 2 adjustable switching points.|	GM24A-SR	S2A		Accessory S2A with 2 adjustable switching points.|							39	EU\Retrofit (Competitors)\Air solutions\Siemens\
304246	RCP-212																															Newenta			AC/DC 24 V		2- / 3-point			5 Nm					2 x SPDT						6...15 mm			LM24A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
304239	RCM-520																															Newenta			AC 100...230 V		modulating			10 Nm									DC 0...10 V		6...15 mm			NM230ASR														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301469	DAG1																															Joventa			AC/DC 24 V	45 dB(A)	2- / 3-point	140 s		32 Nm		3 VA	Terminal				IP54	93°			10...20 mm	gear disengagement		GM24A-TP				GM24A-MP-TP			For 3-point control, AC only.|							56	EU\Retrofit (Competitors)\Air solutions\Joventa\
301787	NM230 SW																															Belimo			AC 230 V	35 dB(A)	Open-close	75 s	150 s	8 Nm		18 VA	1 m				IP54	95°			8...20 mm			NM230A	Z-NMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301628	AM24 RT																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm							IP54							SM24A	Z-SMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
304241	RCP-113																															Newenta			AC 24 V		2- / 3-point			5 Nm											6...15 mm			LM24A														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301310	BTP-04P2E																															Elodrive			AC 120...230 V	35 dB(A)	modulating	30 s		4 Nm		9.5 VA	0.9 m	yes			IP66	95°	DC 0(2)...10 V	DC 0(2)...10 V	8...20 mm	hand crank																57	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301638	AM24-S H																															Belimo			AC/DC 24 V		2- / 3-point	100 s	150 s	18 Nm					2 x SPDT		IP54							SM24A-S	Z-SMA			SM24A	S2A	Z-SMA	Accessory S2A with 2 adjustable switching points.|							59	EU\Retrofit (Competitors)\Air solutions\Belimo\
301795	NM230-2/300 BL																															Belimo			AC 230 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		18 VA	3 m				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
304243	RCP-123																															Newenta			AC 24 V		2- / 3-point			10 Nm											6...15 mm			NM24A														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
304401	GIB135.1E																															Siemens			AC 24 V		3-point	150 s		35 Nm		7 VA	0.9 m		2 x SPDT		IP54	95°		1 kΩ	8...25 mm	no		GM24A-MP	P1000A		For 3-point control, AC only.|	GM24A-MP	S2A		"For 3-point control, AC only.|
Accessory S2A with 2 adjustable switching points.|"							43	EU\Retrofit (Competitors)\Air solutions\Siemens\
304236	RCM-230																															Newenta			AC/DC 24 V		modulating			15 Nm									DC 0...10 V		6...15 mm			SM24A-SR														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301302	BT-04F2E																															Elodrive			AC 120...230 V	35 dB(A)	3-point	30 s		4 Nm		9 VA	0.9 m	yes			IP55	95°			8...20 mm	hand crank																58	EU\Retrofit (Competitors)\Air solutions\Elodrive\
301792	NM230-2 HG																															Belimo			AC 230 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		18 VA	3 m				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301797	NM230-2-F																															Belimo			AC 230 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		18 VA	1 m				IP54	95°			8 mm			NM230A-F	Z-NMA													53	EU\Retrofit (Competitors)\Air solutions\Belimo\
304248	RCP-220																															Newenta			AC/DC 24 V		2- / 3-point			10 Nm											6...15 mm			NM24A														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301471	DAG1.P2																															Joventa			AC/DC 24 V	45 dB(A)	2- / 3-point	140 s		32 Nm		3 VA	Terminal				IP54	93°		140 Ω	10...20 mm	gear disengagement		GM24A-TP	P140A			GM24A-MP-TP	P140A		For 3-point control, AC only.|							56	EU\Retrofit (Competitors)\Air solutions\Joventa\
301633	AM24-MFT2																															Belimo			AC/DC 24 V		multifunctional	75 s	300 s	18 Nm							IP54							SM24A-MP	Z-SMA													55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301466	DAF1.06S																															Joventa			AC 24 V	55 dB(A)	Open-close	10 s	40 s	6 Nm		9.8 VA	1.2 m (halogen-free)	yes	1 x SPDT		IP54	93°			10...16 mm			NF24A-S2			Connection: cable 1 m, PVC|											60	EU\Retrofit (Competitors)\Air solutions\Joventa\
301650	FM220																															Belimo			AC 230 V	45 dB(A)	Open-close	200 s		10 Nm		44 VA	1 m	yes			IP54	90°			10...16 mm	no		NFA														58	EU\Retrofit (Competitors)\Air solutions\Belimo\
304413	GLB161.1E																															Siemens			AC 24 V		modulating	150 s		10 Nm		3 VA	0.9 m				IP54	95°	DC 0...10 V	DC 0...10 V	8...16 mm	gear disengagement	selfadaption	NM24A-MP				NM24A-SR										41	EU\Retrofit (Competitors)\Air solutions\Siemens\
304258	RCP-510																															Newenta			AC 100...230 V		2- / 3-point			5 Nm											6...15 mm			LM230A														36	EU\Retrofit (Competitors)\Air solutions\Newenta\
301312	227-230-05																															Gruner			AC 230 V	35 dB(A)	2- / 3-point	150 s		5 Nm		5.5 VA	1 m (halogen-free)				IP54	95°			8...20 mm			LM230A			Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Gruner\
301640	AM24-SR BL																															Belimo			AC/DC 24 V		modulating	150 s		18 Nm							IP54		DC 2...10 V					SM24A-SR	Z-SMA			SM24A-MP	Z-SMA									61	EU\Retrofit (Competitors)\Air solutions\Belimo\
304418	GLB332.1E																															Siemens			AC 230 V		3-point	150 s		10 Nm		2 VA	0.9 m				IP54	95°		1 kΩ	8...16 mm	gear disengagement		NM230A	P1000A													40	EU\Retrofit (Competitors)\Air solutions\Siemens\
301804	NM24 H																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	1 m				IP42	95°			8...20 mm			NM24A	Z-NMA													53	EU\Retrofit (Competitors)\Air solutions\Belimo\
301481	DAL2																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	125 s	160 s	24 Nm		6 VA	Terminal				IP54	93°			10...20 mm	gear disengagement		GM230A-TP			For 3-point control please get in touch with your local Belimo support.|											55	EU\Retrofit (Competitors)\Air solutions\Joventa\
301811	NM24-C7																															Belimo			AC/DC 24 V	35 dB(A)	2- / 3-point	75 s	150 s	8 Nm		3.5 VA	1 m (halogen-free)				IP54	95°			8...20 mm			NM24A	Z-NMA		Connection: cable 1 m, PVC|											53	EU\Retrofit (Competitors)\Air solutions\Belimo\
304252	RCP-232																															Newenta			AC/DC 24 V		2- / 3-point			15 Nm					2 x SPDT						6...15 mm			SM24A	S2A		Accessory S2A with 2 adjustable switching points.|											39	EU\Retrofit (Competitors)\Air solutions\Newenta\
301322	228C-024-05																															Gruner			AC/DC 24 V		modulating	40 s	75 s	5 Nm			0.9 m	yes			IP54	100°	DC 0(2)...10 V	DC 0(2)...10 V	8...16 mm	no		NF24A-SR														54	EU\Retrofit (Competitors)\Air solutions\Gruner\
301799	NM230-C7																															Belimo			AC 230 V	35 dB(A)	Open-close	75 s	150 s	8 Nm		18 VA	1 m (halogen-free)				IP54	95°			8...20 mm			NM230A	Z-NMA		Connection: cable 1 m, PVC|											55	EU\Retrofit (Competitors)\Air solutions\Belimo\
301483	DAL2.P2																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	125 s	160 s	24 Nm		6 VA	Terminal				IP54	93°		140 Ω	10...20 mm	gear disengagement		GM230A-TP	P140A		For 3-point control please get in touch with your local Belimo support.|											55	EU\Retrofit (Competitors)\Air solutions\Joventa\
301476	DAG2.S																															Joventa			AC 230 V	45 dB(A)	2- / 3-point	140 s		32 Nm		4.5 VA	Terminal		2 x SPDT		IP54	93°			10...20 mm	gear disengagement		GM230A-TP	S2A		"For 3-point control please get in touch with your local Belimo support.|
Accessory S2A with 2 adjustable switching points.|"											58	EU\Retrofit (Competitors)\Air solutions\Joventa\
304415	GLB164.1E																															Siemens			AC 24 V		modulating	150 s		10 Nm		3 VA	0.9 m		2 x SPDT		IP54	95°	DC 0...10 V adjustable	DC 0...10 V	8...16 mm	gear disengagement	selfadaption	NM24A-MP	S2A		Accessory S2A with 2 adjustable switching points.|											42	EU\Retrofit (Competitors)\Air solutions\Siemens\
301645	AM24-SR SW																															Belimo			AC/DC 24 V		modulating	150 s		18 Nm							IP54		DC 2...10 V					SM24A-SR	Z-SMA			SM24A-MP	Z-SMA									61	EU\Retrofit (Competitors)\Air solutions\Belimo\
304420	GMA121.1E																															Siemens			AC/DC 24 V		Open-close	90 s		7 Nm		5 VA	0.9 m	yes			IP54	90°			6.4...20 mm	hand crank	piggyback	NF24A														45	EU\Retrofit (Competitors)\Air solutions\Siemens\
