PdmarticleID#PdmarticleID	Label#Label	External Key#ExternalKey	Nominal voltage#83	Power consumption in operation#67	Power consumption in rest position#68	Power consumption for wire sizing#69	Connection#6759	Nominal torque#260	Spring torque value#117	Actuating force#118	Emergency control function#890	Angle of rotation#473	Running time motor#230	Running time reference#3645	Running time emergency control position#3474	Sound power level motor#135	Control#281	Positioning signal Y#120	Control signal Y variable#5695	Operating range Y#121	Position feedback U#122	Connection supply / control#96	Degree of protection IEC/EN#144	Direction of motion motor#119	Auxiliary switch#112	Spindle driver#137	Ambient temperature#156	6287	Product picture 4c/bw#377	Data sheet name#406	Data sheet PDF#660	Company [Competitor]#7687	Serie Actuator [Competitor]#7606	Product type Actuator [Competitor]#7614	Voltage [Competitor]#7607	Sound power level [Competitor]#7608	Control type [Competitor]#7609	Running Time min [Competitor]#7610	Running Time max [Competitor]#7776	Torque [Competitor]#7611	Stroke [Competitor]#7612	Power consumption [Competitor]#7681	Connection [Competitor]#7682	Safety function [Competitor]#7683	Integrated switch [Competitor]#7684	Integrated potentiometer [Competitor]#7685	Degree of protection [Competitor]#7686	Angle of rotation [Competitor]#7771	Working range [Competitor]#7772	Positioning feedback [Competitor]#7773	Spindle driver [Competitor]#7774	Manual override [Competitor]#7775	Additional Specification [Competitor]#7613	Belimo Retrofit1 Antrieb#7597	Belimo Retrofit1 Accessory1#7604	Belimo Retrofit1 Accessory2#7777	Belimo Retrofit1 Actuator Note#7881	Belimo Retrofit2 Actuator#7680	Belimo Retrofit2 Accessory1#7697	Belimo Retrofit2 Accessory2#7778	Belimo Retrofit2 Actuator Note#7882	Belimo Retrofit3 Actuator#7688	Belimo Retrofit3 Accessory#7698	Belimo Retrofit3 Actuator Note#7883	Belimo Retrofit4 Actuator#7704	Belimo Retrofit4 Accessory#7705	Belimo Retrofit4 Actuator Note#7884	Version Number#VersionNr	Path#Path
61424	EF24A	EF24A	AC/DC 24 V	9.5 W	4.5 W	16 VA	Cable	30 Nm	30 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	56 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm² (halogen-free)	IP54	selectable by mounting L / R		Universal spindle clamp 12...26.7 mm	-30°C … 50°C		PIC_EU_EF24A_4C.jpg	EF24A	EF24A_datasheet_en-gb.pdf																																					374	EU\Products\Air solutions\Spring return actuators\EF..A (30 Nm)\Open-Close\AC/DC 24 V\
61433	EF230A	EF230A	AC 230 V	9 W	4.5 W	21 VA	Cable	30 Nm	30 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	56 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm² (halogen-free)	IP54	selectable by mounting L / R		Universal spindle clamp 12...26.7 mm	-30...50°C		pic_eu_ef230a_4c.jpg	EF230A	EF230A_datasheet_en-gb.pdf																																					369	EU\Products\Air solutions\Spring return actuators\EF..A (30 Nm)\Open-Close\AC 230 V\
4882	CM24-R	CM24-R	AC/DC 24 V	0.5 W	0.2 W	1 VA	Cable	2 Nm				0...287.5°, 	75 s	90°		35 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	cw rotation		Universal spindle clamp 6...12.7 mm	-30...50°C		pic_eu_cm24_4c.jpg	CM24-R	CM24-R_datasheet_en-gb.pdf																																					354	EU\Products\Air solutions\Standard actuators\CM.. (2 Nm)\Open-Close, 3-point\AC/DC 24 V\
61438	GM24G-T	GM24G-T	AC/DC 24 V	4 W	2 W	6 VA	Terminals	40 Nm				Max. 95°	150 s	90°		45 dB(A)	Open-close					Terminals 4 mm² (cable Ø 4...10 mm, 3-wire)	IP66	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp 14...26.7 mm	-30...50°C		pic_eu_gm-g-t-neutral_01_4c.jpg	GM24G-T	GM24G-T_datasheet_en-gb.pdf																																					360	EU\Products\Air solutions\IP66/NEMA4 actuator\GM..G-T (40 Nm)\Open-Close\AC/DC 24 V\
4875	SH230A200	SH230A200	AC 230 V	3 W	0.6 W	7 VA	Cable			450 N			150 s	100 mm		52 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_sh230a200_4c.jpg	SH230A200	SH230A200_datasheet_en-gb.pdf																																					319	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\Open-Close, 3-point\AC 230 V\
277729	NF24A-MP	NF24A-MP	AC/DC 24 V	7 W	3.5 W	9.5 VA	Cable	10 Nm	10 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	40 dB(A)	modulating|communicative	DC 0...10 V	Open-close	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch L / R		Universal spindle clamp 10...25.4 mm	-30...50°C		PIC_EU_NF-Connector-neutral_01_4C.jpg	NF24A-MP	NF24A-MP_datasheet_en-gb.pdf																																					183	EU\Products\Air solutions\Spring return actuators\NF..A (10 Nm)\modulating, MP\AC/DC 24 V\
277734	GK24G-MP	GK24G-MP	AC/DC 24 V	11 W	3 W	21 VA	Cable	40 Nm			With electrical emergency control function 0...100%	Max. 95°	150 s	90°	35 s / 90°	52 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66	selectable with switch 0 / 1		Universal spindle clamp 14...26.7 mm	-30...50°C		pic_eu_ip66-nema4-1cable-neutral_01_4c.jpg	GK24G-MP	GK24G-MP_datasheet_en-gb.pdf																																					185	EU\Products\Air solutions\IP66/NEMA4 actuator\GK..G (40 Nm)\modulating, MF\AC/DC 24 V\
4885	CM24-F-T-R	CMA-2R0 F00 003	AC/DC 24 V	0.5 W	0.2 W	1 VA	Terminals	2 Nm				0...287.5°, 	75 s	90°		35 dB(A)	Open-close|3-point					Terminals 1.5 mm² Cu wire or 1.0 mm² Cu strands (3-wire)	IP20	cw rotation		Form fit 8x8 mm	-30...50°C		pic_eu_cm-f-t-neutral_01_4c.jpg	CM24-F-T-R	CM24-F-T-R_datasheet_en-gb.pdf																																					322	EU\Products\Air solutions\Standard actuators\CM.. (2 Nm)\Open-Close, 3-point\AC/DC 24 V\
4881	CM24-L	CM24-L	AC/DC 24 V	0.5 W	0.2 W	1 VA	Cable	2 Nm				0...287.5°, 	75 s	90°		35 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	ccw rotation		Universal spindle clamp 6...12.7 mm	-30...50°C		PIC_EU_CM24_4C.jpg	CM24-L	CM24-L_datasheet_en-gb.pdf																																					376	EU\Produkte\Lüftungsanwendungen\Standardantriebe\CM.. (2 Nm)\Auf-Zu, 3-Punkt\AC/DC 24 V\
277732	NM24P-MP	NM24P-MP	AC/DC 24 V	3.5 W	1.4 W	6 VA	Cable	10 Nm				Max. 95°	150 s	90°		35 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66 + IP67	selectable with switch 0 / 1		Universal spindle clamp 10...20 mm	-30...50°C		pic_eu_robustline-luft-ofenster_01_4c.jpg	NM24P-MP	NM24P-MP_datasheet_en-gb.pdf																																					172	EU\Products\Air solutions\RobustLine actuators\NM..P (10 Nm)\modulating, MF\AC/DC 24 V\
61451	GK24G-SR	GK24G-SR	AC/DC 24 V	11 W	3 W	21 VA	Cable	40 Nm			With electrical emergency control function 0...100%	Max. 95°	150 s	90°	35 s / 90°	52 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66	selectable with switch 0 / 1		Universal spindle clamp 14...26.7 mm	-30...50°C		pic_eu_ip66-nema4-1cable-neutral_01_4c.jpg	GK24G-SR	GK24G-SR_datasheet_en-gb.pdf																																					394	EU\Products\Air solutions\IP66/NEMA4 actuator\GK..G (40 Nm)\modulating\AC/DC 24 V\
4878	SH230ASR200	SH230ASR200	AC 230 V	3 W	1 W	6 VA	Cable			450 N			150 s	100 mm		52 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V		IP54	selectable with switch			-30...50°C		pic_eu_sh230asr200_4c.jpg	SH230ASR200	SH230ASR200_datasheet_en-gb.pdf																																					352	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\modulating\AC 230 V\
4883	CM24-F-L	CM24-F-L	AC/DC 24 V	0.5 W	0.2 W	1 VA	Cable	2 Nm				0...287.5°, 	75 s	90°		35 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	ccw rotation		Form fit 8x8 mm	-30°C … 50°C		PIC_EU_CM230-1-F_4C.jpg	CM24-F-L	CM24-F-L_datasheet_en-gb.pdf																																					354	EU\Products\Air solutions\Standard actuators\CM.. (2 Nm)\Open-Close, 3-point\AC/DC 24 V\
61440	GM24G-SR-T	GM24G-SR-T	AC/DC 24 V	4.5 W	2 W	6.5 VA	Terminals	40 Nm				Max. 95°	150 s	90°		45 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP66	selectable with switch 0 / 1		Universal spindle clamp 14...26.7 mm	-30...50°C		pic_eu_gm-g-t-neutral_01_4c.jpg	GM24G-SR-T	GM24G-SR-T_datasheet_en-gb.pdf																																					356	EU\Products\Air solutions\IP66/NEMA4 actuator\GM..G-T (40 Nm)\modulating\AC/DC 24 V\
99619	NKQ24P-1	NKQ24P-1	AC/DC 24 V	11 W	3 W	22 VA	Cable	6 Nm			With electrical emergency control function 0...100%	Max. 95°	4 s	90°	4 s / 90°	60 dB(A)	Open-close					Cable 1 m, 3 x 0.75 mm² (halogen-free)	IP66 + IP67	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp 8...20 mm	-30...50°C		pic_eu_robustline-luft-ofenster_01_4c.jpg	NKQ24P-1	NKQ24P-1_datasheet_en-gb.pdf																																					277	EU\Products\Air solutions\RobustLine actuators\NKQ..P (6 Nm)\Open-Close, 3-point\AC/DC 24 V\
61426	EF24A-SR	EF24A-SR	AC/DC 24 V	7 W	4.5 W	12 VA	Cable	30 Nm	30 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	45 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP54	selectable with switch L / R		Universal spindle clamp 12...26.7 mm	-30°C … 50°C		PIC_EU_EF24A-SR_4C.jpg	EF24A-SR	EF24A-SR_datasheet_en-gb.pdf																																					367	EU\Products\Air solutions\Spring return actuators\EF..A (30 Nm)\modulating\AC/DC 24 V\
61434	EF230A-S2	EF230A-S2	AC 230 V	9 W	4.5 W	21 VA	Cable	30 Nm	30 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	56 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm² (halogen-free)	IP54	selectable by mounting L / R	2 x SPDT	Universal spindle clamp 12...26.7 mm	-30...50°C		pic_eu_ef230a-s2_4c.jpg	EF230A-S2	EF230A-S2_datasheet_en-gb.pdf																																					377	EU\Products\Air solutions\Spring return actuators\EF..A (30 Nm)\Open-Close\AC 230 V\
99732	SF24G-MP-L	SF24G-MP-L	AC/DC 24 V	8.5 W	3.5 W	11 VA	Cable	20 Nm	20 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	40 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66	selectable with switch L / R		Universal spindle clamp 12...26.7 mm	-30...50°C		pic_eu_gm-g-t-neutral_01_4c.jpg	SF24G-MP-L	SF24G-MP-L_datasheet_en-gb.pdf																																					359	EU\Produkte\Lüftungsanwendungen\IP66/NEMA4-Antriebe\SF..G (20 Nm)\stetig, MP\AC/DC 24 V\
61431	EF24A-MF	EF24A-MF	AC/DC 24 V	9.5 W	4.5 W	16 VA	Cable	30 Nm	30 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	45 dB(A)	modulating	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP54	selectable with switch L / R		Universal spindle clamp 12...26.7 mm	-30°C … 50°C		PIC_EU_EF24A-MF_4C.jpg	EF24A-MF	EF24A-MF_datasheet_en-gb.pdf																																					420	EU\Products\Air solutions\Spring return actuators\EF..A (30 Nm)\modulating, MF\AC/DC 24 V\
4874	SH230A100	SH230A100	AC 230 V	3 W	0.6 W	7 VA	Cable			450 N			150 s	100 mm		52 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_sh230a100_4c.jpg	SH230A100	SH230A100_datasheet_en-gb.pdf																																					315	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\Open-Close, 3-point\AC 230 V\
4876	SH230A300	SH230A300	AC 230 V	3 W	0.6 W	7 VA	Cable			450 N			150 s	100 mm		52 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	selectable with switch 0 (extended) / 1 (retracted)			-30...50°C		pic_eu_sh230a300_4c.jpg	SH230A300	SH230A300_datasheet_en-gb.pdf																																					316	EU\Products\Air solutions\Linear actuators\SH..A (450 N)\Open-Close, 3-point\AC 230 V\
277731	NMC24A-MP	NMC24A-MP	AC/DC 24 V	4 W	1.5 W	7 VA	Cable	10 Nm				Max. 95°	35 s	90°		45 dB(A)	modulating|communicative	DC 0...10 V	Open-close	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp 8...26.7 mm	-30...50°C		PIC_EU_NMC24A-MF_4C.jpg	NMC24A-MP	NMC24A-MP_datasheet_en-gb.pdf																																					162	EU\Products\Air solutions\Fast runner actuators\NMC..A (10 Nm)\modulating, MF\AC/DC 24 V\
61427	EF24A-SR-S2	EF24A-SR-S2	AC/DC 24 V	7 W	4.5 W	12 VA	Cable	30 Nm	30 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	45 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP54	selectable with switch L / R	2 x SPDT	Universal spindle clamp 12...26.7 mm	-30°C … 50°C		PIC_EU_EF24A-SR-S2_4C.jpg	EF24A-SR-S2	EF24A-SR-S2_datasheet_en-gb.pdf																																					416	EU\Products\Air solutions\Spring return actuators\EF..A (30 Nm)\modulating\AC/DC 24 V\
61425	EF24A-S2	EF24A-S2	AC/DC 24 V	9.5 W	4.5 W	16 VA	Cable	30 Nm	30 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	56 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm² (halogen-free)	IP54	selectable by mounting L / R	2 x SPDT	Universal spindle clamp 12...26.7 mm	-30°C … 50°C		PIC_EU_EF24A-S2_4C.jpg	EF24A-S2	EF24A-S2_datasheet_en-gb.pdf																																					374	EU\Products\Air solutions\Spring return actuators\EF..A (30 Nm)\Open-Close\AC/DC 24 V\
277733	SM24P-MP	SM24P-MP	AC/DC 24 V	3.5 W	1.4 W	6 VA	Cable	20 Nm				Max. 95°	150 s	90°		45 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66 + IP67	selectable with switch 0 / 1		Universal spindle clamp 14...20 mm	-30...50°C		pic_eu_robustline-luft-ofenster_01_4c.jpg	SM24P-MP	NM24P-MP_datasheet_en-gb.pdf																																					175	EU\Products\Air solutions\RobustLine actuators\SM..P (20 Nm)\modulating, MF\AC/DC 24 V\
4889	CM24G-SR-R	CM24G-SR-R	AC/DC 24 V	1 W	0.5 W	1.5 VA	Cable	2 Nm				95°, fixed setting	75 s	90°		35 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP66	cw rotation		Universal spindle clamp 6...12.7 mm	-30°C … 50°C		PIC_EU_CM24-SR-L_4C.jpg	CM24G-SR-R	CM24G-SR-R_datasheet_en-gb.pdf																																					344	EU\Produkte\Lüftungsanwendungen\Standardantriebe\CM.. (2 Nm)\stetig\AC/DC 24 V\
4894	CM24-SR-L	CM24-SR-L	AC/DC 24 V	1 W	0.5 W	1.5 VA	Cable	2 Nm				95°, fixed setting	75 s	90°		35 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	ccw rotation		Universal spindle clamp 6...12.7 mm	-30°C … 50°C		PIC_EU_CM24-SR-L_4C.jpg	CM24-SR-L	CM24-SR-L_datasheet_en-gb.pdf																																					337	EU\Products\Air solutions\Standard actuators\CM.. (2 Nm)\modulating\AC/DC 24 V\
4886	CM24G-L	CM24G-L	AC/DC 24 V	0.5 W	0.2 W	1 VA	Cable	2 Nm				0...287.5°, 	75 s	90°		35 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP66	ccw rotation		Universal spindle clamp 6...12.7 mm	-30°C … 50°C		PIC_EU_CM24_4C.jpg	CM24G-L	CM24G-L_datasheet_en-gb.pdf																																					330	EU\Products\Air solutions\Standard actuators\CM.. (2 Nm)\Open-Close, 3-point\AC/DC 24 V\
100386	GK24A-MP	GK24A-MP	AC/DC 24 V	11 W	3 W	21 VA	Cable	40 Nm			With electrical emergency control function 0...100%	Max. 95°	150 s	90°	35 s / 90°	52 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 12...26.7 mm	-30...50°C		pic_eu_gk24a-mf_01_4c.jpg	GK24A-MP	GK24A-MP_datasheet_en-gb.pdf																																					391	EU\Products\Air solutions\SuperCap actuators\GK..A (40 Nm)\modulating, MP\AC/DC 24 V\
61482	NFG-L	NFG-L	AC 24...240 V / DC 24...125 V	6 W	2.5 W	9.5 VA	Cable	10 Nm	10 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	45 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm² (halogen-free)	IP66			Universal spindle clamp 12...26.7 mm	-30...50°C		pic_eu_ip66-nema4-1cable-neutral_01_4c.jpg	NFG-L	NFG-L_datasheet_en-gb.pdf																																					350	EU\Products\Air solutions\IP66/NEMA4 actuator\NF..G (10 Nm)\Open-Close\AC 24...240V / DC 24...125V\
61464	SF24G-SR-S2-L	SF24G-SR-S2-L	AC/DC 24 V	5 W	3 W	7 VA	Cable	20 Nm	20 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	40 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66	selectable with switch L / R	2 x SPDT	Universal spindle clamp 12...26.7 mm	-30...50°C		pic_eu_ip66-nema4-2cable-neutral_01_4c.jpg	SF24G-SR-S2-L	SF24G-SR-S2-L_datasheet_en-gb.pdf																																					364	EU\Products\Air solutions\IP66/NEMA4 actuator\SF..G (20 Nm)\modulating\AC/DC 24 V\
61479	NF24G-SR-S2-L	NF24G-SR-S2-L	AC/DC 24 V	3.5 W	2.5 W	5.5 VA	Cable	10 Nm	10 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	40 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66	selectable with switch L / R	2 x SPDT	Universal spindle clamp 12...26.7 mm	-30...50°C		pic_eu_ip66-nema4-2cable-neutral_01_4c.jpg	NF24G-SR-S2-L	NF24G-SR-S2-L_datasheet_en-gb.pdf																																					345	EU\Products\Air solutions\IP66/NEMA4 actuator\NF..G (10 Nm)\modulating\AC/DC 24 V\
6492	CM24-F-R	CMA-2R0 F01 003	AC/DC 24 V	0.5 W	0.2 W	1 VA	Cable	2 Nm				0...287.5°, 	75 s	90°		35 dB(A)	Open-close|3-point					Cable 1 m, 3 x 0.75 mm²	IP54	cw rotation		Form fit 8x8 mm	-30...50°C		pic_eu_cm230-1-f_4c.jpg	CM24-F-R	CM24-F-R_datasheet_en-gb.pdf																																					234	EU\Products\Air solutions\Standard actuators\CM.. (2 Nm)\Open-Close, 3-point\AC/DC 24 V\
277815	LH24A-MP200-TP	LH24A-MP200-TP	AC/DC 24 V	2.5 W	1.2 W	5 VA	Terminals			150 N			150 s	100 mm		45 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP54	selectable with switch			-30...50°C		pic_eu_lh24a-mf200-tp_4c.jpg	LH24A-MP200-TP	LH24A-MP200-TP_datasheet_en-gb.pdf																																					173	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\modulating, MP\AC/DC 24 V\
61454	SMQ24G	SMQ24G	AC/DC 24 V	15 W	2 W	26 VA	Cable	16 Nm				Max. 95°	7 s	90°		63 dB(A)	Open-close					Cable 1 m, 3 x 0.75 mm² (halogen-free)	IP66	selectable with switch 0 (ccw rotation) / 1 (cw rotation)		Universal spindle clamp 12...26.7 mm	-30...40°C		pic_eu_ip66-nema4-1cable-neutral_01_4c.jpg	SMQ24G	SMQ24G_datasheet_en-gb.pdf																																					343	EU\Products\Air solutions\IP66/NEMA4 actuator\SMQ..G (16 Nm)\Open-Close\AC/DC 24 V\
4891	CM24G-SR-F-R	CMA-2A0 F01 007	AC/DC 24 V	1 W	0.5 W	1.5 VA	Cable	2 Nm				95°, fixed setting	75 s	90°		35 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP66	cw rotation		Form fit 8x8 mm	-30...50°C		pic_eu_cm24-f-neutral_01_4c.jpg	CM24G-SR-F-R	CM24G-SR-F-R_datasheet_en-gb.pdf																																					349	EU\Products\Air solutions\Standard actuators\CM.. (2 Nm)\modulating\AC/DC 24 V\
4888	CM24G-SR-L	CM24G-SR-L	AC/DC 24 V	1 W	0.5 W	1.5 VA	Cable	2 Nm				95°, fixed setting	75 s	90°		35 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP66	ccw rotation		Universal spindle clamp 6...12.7 mm	-30°C … 50°C		PIC_EU_CM24-SR-L_4C.jpg	CM24G-SR-L	CM24G-SR-L_datasheet_en-gb.pdf																																					340	EU\Products\Air solutions\Standard actuators\CM.. (2 Nm)\modulating\AC/DC 24 V\
61481	NF24G-SR-L	NF24G-SR-L	AC/DC 24 V	3.5 W	2.5 W	5.5 VA	Cable	10 Nm	10 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	40 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66	selectable with switch L / R		Universal spindle clamp 12...26.7 mm	-30...50°C		pic_eu_ip66-nema4-1cable-neutral_01_4c.jpg	NF24G-SR-L	NF24G-SR-L_datasheet_en-gb.pdf																																					351	EU\Products\Air solutions\IP66/NEMA4 actuator\NF..G (10 Nm)\modulating\AC/DC 24 V\
4898	CM24-SR-F-L	CM24-SR-F-L	AC/DC 24 V	1 W	0.5 W	1.5 VA	Cable	2 Nm				95°, fixed setting	75 s	90°		35 dB(A)	modulating	DC 0...10 V		DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm²	IP54	ccw rotation		Form fit 8x8 mm	-30...50°C		pic_eu_cm230-1-f_4c.jpg	CM24-SR-F-L	CM24-SR-F-L_datasheet_en-gb.pdf																																					335	EU\Products\Air solutions\Standard actuators\CM.. (2 Nm)\modulating\AC/DC 24 V\
61478	NFG-S2-L	NFG-S2-L	AC 24...240 V / DC 24...125 V	6 W	2.5 W	9.5 VA	Cable	10 Nm	10 Nm		With mechanical emergency control function	Max. 95°	75 s	90°	<20 s / 90°	45 dB(A)	Open-close					Cable 1 m, 2 x 0.75 mm² (halogen-free)	IP66		2 x SPDT	Universal spindle clamp 12...26.7 mm	-30...50°C		pic_eu_ip66-nema4-2cable-neutral_01_4c.jpg	NFG-S2-L	NFG-S2-L_datasheet_en-gb.pdf																																					355	EU\Products\Air solutions\IP66/NEMA4 actuator\NF..G (10 Nm)\Open-Close\AC 24...240V / DC 24...125V\
61466	SF24G-MF-L	SF24G-MF-L	AC/DC 24 V	8.5 W	3.5 W	11 VA	Cable	20 Nm	20 Nm		With mechanical emergency control function	Max. 95°	150 s	90°	<20 s / 90°	40 dB(A)	modulating	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66	selectable with switch L / R		Universal spindle clamp 12...26.7 mm	-30°C … 50°C		PIC_EU_IP66-NEMA4-1cable-neutral_01_4C.jpg	SF24G-MF-L	SF24G-MF-L_datasheet_en-gb.pdf																																					385	EU\Produkte\Lüftungsanwendungen\IP66/NEMA4-Antriebe\SF..G (20 Nm)\stetig, MF\
277814	LH24A-MP100-TP	LH24A-MP100-TP	AC/DC 24 V	2.5 W	1.2 W	5 VA	Terminals			150 N			150 s	100 mm		45 dB(A)	modulating|communicative	DC 0...10 V	Open-close|3-point (AC only)|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP54	selectable with switch			-30...50°C		pic_eu_lh24a-mf100-tp_4c.jpg	LH24A-MP100-TP	LH24A-MP100-TP_datasheet_en-gb.pdf																																					174	EU\Products\Air solutions\Linear actuators\LH..A (150 N)\modulating, MP\AC/DC 24 V\
61456	SMQ24G-MF	SMQ24G-MF	AC/DC 24 V	15 W	2 W	26 VA	Cable	16 Nm				Max. 95°	7 s	90°		63 dB(A)	modulating	DC 0...10 V	Open-close|Modulating (DC 0...32 V)	DC 2...10 V	DC 2...10 V	Cable 1 m, 4 x 0.75 mm² (halogen-free)	IP66	selectable with switch 0 / 1		Universal spindle clamp 12...26.7 mm	-30...40°C		pic_eu_ip66-nema4-1cable-neutral_01_4c.jpg	SMQ24G-MF	SMQ24G-MF_datasheet_en-gb.pdf																																					364	EU\Products\Air solutions\IP66/NEMA4 actuator\SMQ..G (16 Nm)\modulating, MF\AC/DC 24 V\
61489	GM24A-MF-TP	GM24A-MF-TP	AC/DC 24 V	4 W	1.5 W	7 VA	Terminals	40 Nm				Max. 95°	150 s	90°		45 dB(A)	modulating	DC 0...10 V	Open-close	DC 2...10 V	DC 2...10 V	Terminals 4 mm² (cable Ø 4...10 mm, 4-wire)	IP54	selectable with switch 0 / 1		Universal spindle clamp reversible 12...26.7 mm	-30...50°C		PIC_EU_GM24A-MF-TP_4C.jpg	GM24A-MF-TP	GM24A-MF-TP_datasheet_en-gb.pdf																																					380	EU\Products\Air solutions\Standard actuators\GM..A (40 Nm)\modulating, MF\AC/DC 24 V\
