PdmarticleID;Bezeichnung;Produktfamilie;"Produktfamilie kurz";Produkttyp;Mediumstemperatur;Ansteuerung;"Arbeitsbereich Y";Kommunikation;"Notstellposition (POP) stromlos";"Laufzeit Motor";"Stellzeit Motor";Stellkraft;Hilfsschalter;Nennspannung;Nenndrehmoment;"Schutzart IEC/EN";Datenblattname;"Datenblatt PDF";3432;"Produktbild 4c/bw";DN;PN;"Zulässiger Druck ps";"Schliessdruck Δps";"Differenzdruck ∆pmin Wert";"Differenzdruck Δpmax Wert";kvs;"kvs (Sequenz I)";"kvs (Sequenz II)";kvmax;"kv variabel";"kvs theor.";"kv (Werkseinstellung)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax ger.";"Leckrate Regelpfad";"Anzahl Rohranschlüsse";"Rohranschluss Typ";Messstutzen;Medien;"Anwendung Ventil";"Elektrisches Zubehör";"Mechanisches Zubehör";V0;V1;Versions-Nr;Pfad
5280;R3015-P25-P63-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.25 m³/h;0.63 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;351;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
5119;H613N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;15;16;1600 kPa;;;;1.6 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;271;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 15\"
101219;LVC24A-SZ-TPC;Hubantrieb;;Antrieb;;stetig;DC 0.5...10 V;;;;"35 s / 15 mm";500 N;;AC/DC 24 V;;IP54;LVC24A-SZ-TPC;LVC24A-SZ-TPC_datasheet_de-ch.pdf;;PIC_EU_LVC24A-SR..SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;258;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Schnellläufer-Antriebe\LVC..A (500N)\stetig\AC/DC 24 V\"
101221;LVC24A-SR-TPC;Hubantrieb;;Antrieb;;stetig;DC 2...10 V;;;;"35 s / 15 mm";500 N;;AC/DC 24 V;;IP54;LVC24A-SR-TPC;LVC24A-SR-TPC_datasheet_de-ch.pdf;;PIC_EU_LVC24A-SR..SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;263;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Schnellläufer-Antriebe\LVC..A (500N)\stetig\AC/DC 24 V\"
287980;D6200W;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..W;D6..W_datasheet_de-ch.pdf;;PIC_EU_D6..W_4C.jpg;200;"6 / 10 / 16";1600 kPa;;;2.5 kPa;;;;2900 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S150;;;94;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Wafer type, 2-way, PN16\D6..W\"
61644;R3015-P4-S1;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;0.4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Regelventil;;ZR2315;;;336;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 3-Weg\DN 15\"
5120;H614N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;15;16;1600 kPa;;;;2.5 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;274;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 15\"
287981;D6200WL;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..WL;D6..WL_datasheet_de-ch.pdf;;PIC_EU_D6..WL_4C.jpg;200;16;1600 kPa;;;2.5 kPa;;;;2900 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S150;;;102;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..WL\"
61645;R3015-P63-S1;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;0.63 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Regelventil;;ZR2315;;;337;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 3-Weg\DN 15\"
61638;R2040-25-S3;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R2..xx-S..;R2..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R2-neueCCV_01_SW.jpg;40;16;1600 kPa;1400 kPa;;350 kPa;25 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Regelventil;;ZR2340;;;304;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 2-Weg\DN 40\"
5270;D6350NL;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..NL;D6..NL_datasheet_de-ch.pdf;;PIC_EU_D6..NL_black_4C.jpg;350;16;1600 kPa;;;1.5 kPa;;;;10900 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S350;;;301;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Lug-Type, 2-Weg\D6..NL\"
5278;R3015-P25-P25-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.25 m³/h;0.25 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;373;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
5281;R3015-P25-1-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.25 m³/h;1 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;357;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
101218;LV24A-SZ-TPC;Hubantrieb;;Antrieb;;stetig;DC 0.5...10 V;;;;"150 s / 15 mm";500 N;;AC/DC 24 V;;IP54;LV24A-SZ-TPC;LV24A-SZ-TPC_datasheet_de-ch.pdf;;PIC_EU_LV24A-SR..SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;285;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Standardantriebe\LV..A (500N)\stetig\AC/DC 24 V\"
5282;R3015-P25-1P3-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.25 m³/h;1.3 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;348;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
101217;AVK230A-3;SuperCap-Hubantrieb;;Antrieb;;3-Punkt;;;"NC / NO";;"150 s / 32 mm";2000 N;;AC 230 V;;IP54;AVK230A-3;AVK230A-3_datasheet_de-ch.pdf;;PIC_EU_AVK230A-3_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;327;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\SuperCap-Antriebe (inkl. Schnellläufer)\AVK..A (2000N)\Auf-Zu, 3-Punkt\AC 230 V\"
5117;H611N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;15;16;1600 kPa;;;;0.63 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;277;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 15\"
5121;H615N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;15;16;1600 kPa;;;;4 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;277;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 15\"
59904;SRF24A-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;;AC/DC 24 V;20 Nm;IP54;SRF24A-O;SRF24A-O_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Kugelhahn-Linkage\Auf-Zu\AC/DC 24 V\"
101223;NVC24A-SZ-TPC;Hubantrieb;;Antrieb;;stetig;DC 0.5...10 V;;;;"35 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NVC24A-SZ-TPC;NVC24A-SZ-TPC_datasheet_de-ch.pdf;;PIC_EU_NVC24A-SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;255;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Schnellläufer-Antriebe\NVC..A (1000N)\stetig\AC/DC 24 V\"
101226;NV24A-SR-TPC;Hubantrieb;;Antrieb;;stetig;DC 2...10 V;;;;"150 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NV24A-SR-TPC;NV24A-SR-TPC_datasheet_de-ch.pdf;;PIC_EU_NV24A-SR..SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;284;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Standardantriebe\NV..A (1000N)\stetig\AC/DC 24 V\"
59905;SRF24A-S2;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;"2 x EPU";AC/DC 24 V;20 Nm;IP54;SRF24A-S2;SRF24A-S2_datasheet_de-ch.pdf;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Kugelhahn-Linkage\Auf-Zu\AC/DC 24 V\"
5127;H664N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;65;16;1600 kPa;;;;58 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1-C;;;;270;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 65\"
101227;NVC24A-SR-TPC;Hubantrieb;;Antrieb;;stetig;DC 2...10 V;;;;"35 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NVC24A-SR-TPC;NVC24A-SR-TPC_datasheet_de-ch.pdf;;PIC_EU_NVC24A-SR-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;264;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Schnellläufer-Antriebe\NVC..A (1000N)\stetig\AC/DC 24 V\"
5283;R3015-P4-P25-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.4 m³/h;0.25 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;344;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
61648;R3015-2P5-S1;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;2.5 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Regelventil;;ZR2315;;;336;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 3-Weg\DN 15\"
5284;R3015-P4-P4-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.4 m³/h;0.4 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;346;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
61650;R3020-4-S2;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;20;16;1600 kPa;1400 kPa;;350 kPa;4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Regelventil;;ZR2320;;;329;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 3-Weg\DN 20\"
5288;R3015-P63-P25-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.63 m³/h;0.25 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;349;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
5285;R3015-P4-P63-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.4 m³/h;0.63 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;347;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
5289;R3015-P63-P4-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.63 m³/h;0.4 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;345;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
61649;R3015-4-S1;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Regelventil;;ZR2315;;;343;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 3-Weg\DN 15\"
5124;H632N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;32;16;1600 kPa;;;;16 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;273;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 32\"
5123;H625N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;25;16;1600 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;271;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 25\"
288687;CQC230A;"Drehantrieb (ZoneTight)";QCV;Antrieb;;Auf-Zu|3-Punkt;;;;"35 s";;;;AC 230 V;1 Nm;IP40;CQC230A;CQC230A_datasheet_de-ch.pdf;;PIC_EU_CQ24A_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;53;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
101228;SV24A-SZ-TPC;Hubantrieb;;Antrieb;;stetig;DC 0.5...10 V;;;;"150 s / 20 mm";1500 N;;AC/DC 24 V;;IP54;SV24A-SZ-TPC;SV24A-SZ-TPC_datasheet_de-ch.pdf;;PIC_EU_SV24A-SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;266;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Standardantriebe\SV..A (1500N)\stetig\AC/DC 24 V\"
288665;PRCA-S2-T;Drehantrieb;;Antrieb;;Auf-Zu|3-Punkt;;;;"35 s";;;"2 x EPU";"AC 24...240 V / DC 24...125 V";160 Nm;"IP66 + IP67";PRCA-S2-T;PRCA-S2-T_datasheet_de-ch.pdf;;PIC_EU_PR.._4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZPR01|ZPR02|ZPR03|ZPR05|ZPR06|ZPR08|ZPR09|ZPR10|ZPR11|ZPR12;;;224;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\PR.. (160 Nm)\Auf-Zu, 3-Punkt\"
5286;R3015-P4-1-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.4 m³/h;1 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;348;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
5129;H679N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;80;16;1600 kPa;;;;90 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1-C;;;;272;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 80\"
287985;D6300WL;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..WL;D6..WL_datasheet_de-ch.pdf;;PIC_EU_D6..WL_4C.jpg;300;16;1600 kPa;;;2 kPa;;;;7300 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S150;;;102;"EU\Products\Water solutions\Rotary product range valves\Butterfly valves\Lug type, 2-way\D6..WL\"
5128;H665N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;65;16;1600 kPa;;;;63 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1-C;;;;274;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 65\"
288688;CQD230A;"Drehantrieb (ZoneTight)";QCV;Antrieb;;Auf-Zu|3-Punkt;;;;"15 s";;;;AC 230 V;1 Nm;IP40;CQD230A;CQD230A_datasheet_de-ch.pdf;;PIC_EU_CQ24A_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;52;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
5125;H640N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;40;16;1600 kPa;;;;25 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;271;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 40\"
5287;R3015-P4-1P3-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;0.4 m³/h;1.3 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;346;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
5126;H650N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H6..N;H6..N_datasheet_de-ch.pdf;;PIC_EU_H625N_4C.jpg;50;16;1600 kPa;;;;40 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser;Regelventil;ZH24-1;;;;273;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\N\DN 50\"
61647;R3015-1P6-S1;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;1.6 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Regelventil;;ZR2315;;;339;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 3-Weg\DN 15\"
101229;SVC24A-SZ-TPC;Hubantrieb;;Antrieb;;stetig;DC 0.5...10 V;;;;"35 s / 20 mm";1500 N;;AC/DC 24 V;;IP54;SVC24A-SZ-TPC;SVC24A-SZ-TPC_datasheet_de-ch.pdf;;PIC_EU_SVC24A-SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;254;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Schnellläufer-Antriebe\SVC..A (1500N)\stetig\AC/DC 24 V\"
59903;SRF24A;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;;AC/DC 24 V;20 Nm;IP54;SRF24A;SRF24A_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;302;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\Kugelhahn-Linkage\Auf-Zu\AC/DC 24 V\"
61646;R3015-1-S1;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;1 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Regelventil;;ZR2315;;;336;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 3-Weg\DN 15\"
61652;R3025-6P3-S2;Regelkugelhahn;RKH;Ventil;-10...120°C;;;;;;;;;;;;R3..xx-S..;R3..xx-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;25;16;1600 kPa;1400 kPa;;350 kPa;6.3 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Regelventil;;ZR2325;;;336;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 3-Weg\DN 25\"
101222;NV24A-SZ-TPC;Hubantrieb;;Antrieb;;stetig;DC 0.5...10 V;;;;"150 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NV24A-SZ-TPC;NV24A-SZ-TPC_datasheet_de-ch.pdf;;PIC_EU_LV24A-SR..SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;278;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Standardantriebe\NV..A (1000N)\stetig\AC/DC 24 V\"
