PdmarticleID;Bezeichnung;"Externer Schlüssel";StateID;"Passende Ventile";"+ /";"Passende Antriebe";"Product family 2 from Actuator";Preisempfehlung;"Regeln für Ventil Dimsionierung";"Export Media manually changed";"Export Media";6986;6987;Typ;Produktfamilie;"Schliessdruck Δps";"Differenzdruck Δpmax Wert";"kv (Werkseinstellung)";Pfad;Versions-Nr
122508;R2050-40-S4+SR24A-SR;R2050-40-S4+SR24A-SR;;R2050-40-S4;+;SR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-40-S4+SR24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
122509;R2050-40-S4/SR24A-SR;R2050-40-S4/SR24A-SR;;R2050-40-S4;/;SR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-40-S4/SR24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
122512;R2050-S4+SR230A;R2050-S4+SR230A;;R2050-S4;+;SR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-S4+SR230A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";39
122513;R2050-S4/SR230A;R2050-S4/SR230A;;R2050-S4;/;SR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-S4/SR230A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";39
122514;R2050-S4+SR230A-S;R2050-S4+SR230A-S;;R2050-S4;+;SR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-S4+SR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";39
122515;R2050-S4/SR230A-S;R2050-S4/SR230A-S;;R2050-S4;/;SR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-S4/SR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122516;R2050-S4+SR24A;R2050-S4+SR24A;;R2050-S4;+;SR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-S4+SR24A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
122517;R2050-S4/SR24A;R2050-S4/SR24A;;R2050-S4;/;SR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-S4/SR24A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
122518;R2050-S4+SR24A-S;R2050-S4+SR24A-S;;R2050-S4;+;SR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-S4+SR24A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122519;R2050-S4/SR24A-S;R2050-S4/SR24A-S;;R2050-S4;/;SR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2050-S4/SR24A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122522;R2032-S3+NR230A;R2032-S3+NR230A;;R2032-S3;+;NR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2032-S3+NR230A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122523;R2032-S3/NR230A;R2032-S3/NR230A;;R2032-S3;/;NR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2032-S3/NR230A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";39
122524;R2032-S3+NR230A-S;R2032-S3+NR230A-S;;R2032-S3;+;NR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2032-S3+NR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";39
122525;R2032-S3/NR230A-S;R2032-S3/NR230A-S;;R2032-S3;/;NR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2032-S3/NR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";39
122526;R2032-S3+NR24A;R2032-S3+NR24A;;R2032-S3;+;NR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2032-S3+NR24A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";40
122527;R2032-S3/NR24A;R2032-S3/NR24A;;R2032-S3;/;NR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2032-S3/NR24A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
122528;R2032-S3+NR24A-S;R2032-S3+NR24A-S;;R2032-S3;+;NR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2032-S3+NR24A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
122529;R2032-S3/NR24A-S;R2032-S3/NR24A-S;;R2032-S3;/;NR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2032-S3/NR24A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
122530;R2040-16-S3+NR230A;R2040-16-S3+NR230A;;R2040-16-S3;+;NR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3+NR230A;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122531;R2040-16-S3/NR230A;R2040-16-S3/NR230A;;R2040-16-S3;/;NR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3/NR230A;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122532;R2040-16-S3+NR230A-S;R2040-16-S3+NR230A-S;;R2040-16-S3;+;NR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3+NR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122533;R2040-16-S3/NR230A-S;R2040-16-S3/NR230A-S;;R2040-16-S3;/;NR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3/NR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122534;R2040-16-S3+NR24A;R2040-16-S3+NR24A;;R2040-16-S3;+;NR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3+NR24A;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
122535;R2040-16-S3/NR24A;R2040-16-S3/NR24A;;R2040-16-S3;/;NR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3/NR24A;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";40
122538;R2040-16-S3+NR24A-MP;R2040-16-S3+NR24A-MP;;R2040-16-S3;+;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3+NR24A-MP;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";39
122539;R2040-16-S3/NR24A-MP;R2040-16-S3/NR24A-MP;;R2040-16-S3;/;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3/NR24A-MP;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122540;R2040-16-S3+NR24A-S;R2040-16-S3+NR24A-S;;R2040-16-S3;+;NR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3+NR24A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";40
122541;R2040-16-S3/NR24A-S;R2040-16-S3/NR24A-S;;R2040-16-S3;/;NR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3/NR24A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";40
122542;R2040-16-S3+NR24A-SR;R2040-16-S3+NR24A-SR;;R2040-16-S3;+;NR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3+NR24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";40
122543;R2040-16-S3/NR24A-SR;R2040-16-S3/NR24A-SR;;R2040-16-S3;/;NR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3/NR24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";40
122546;R2040-16-S3+NRC24A-SR;R2040-16-S3+NRC24A-SR;;R2040-16-S3;+;NRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3+NRC24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122547;R2040-16-S3/NRC24A-SR;R2040-16-S3/NRC24A-SR;;R2040-16-S3;/;NRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-16-S3/NRC24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";39
122548;R2040-25-S3+NR230A;R2040-25-S3+NR230A;;R2040-25-S3;+;NR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3+NR230A;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";36
122549;R2040-25-S3/NR230A;R2040-25-S3/NR230A;;R2040-25-S3;/;NR230A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3/NR230A;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";36
122550;R2040-25-S3+NR230A-S;R2040-25-S3+NR230A-S;;R2040-25-S3;+;NR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3+NR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";36
122551;R2040-25-S3/NR230A-S;R2040-25-S3/NR230A-S;;R2040-25-S3;/;NR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3/NR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";36
122552;R2040-25-S3+NR24A;R2040-25-S3+NR24A;;R2040-25-S3;+;NR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3+NR24A;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
122553;R2040-25-S3/NR24A;R2040-25-S3/NR24A;;R2040-25-S3;/;NR24A;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3/NR24A;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
122556;R2040-25-S3+NR24A-MP;R2040-25-S3+NR24A-MP;;R2040-25-S3;+;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3+NR24A-MP;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";36
122557;R2040-25-S3/NR24A-MP;R2040-25-S3/NR24A-MP;;R2040-25-S3;/;NR24A-MP;"Kommunikationsfähiger Antrieb";0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3/NR24A-MP;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";36
122558;R2040-25-S3+NR24A-S;R2040-25-S3+NR24A-S;;R2040-25-S3;+;NR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3+NR24A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";38
122559;R2040-25-S3/NR24A-S;R2040-25-S3/NR24A-S;;R2040-25-S3;/;NR24A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3/NR24A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
122560;R2040-25-S3+NR24A-SR;R2040-25-S3+NR24A-SR;;R2040-25-S3;+;NR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3+NR24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
122561;R2040-25-S3/NR24A-SR;R2040-25-S3/NR24A-SR;;R2040-25-S3;/;NR24A-SR;Standardantrieb;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3/NR24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
122564;R2040-25-S3+NRC24A-SR;R2040-25-S3+NRC24A-SR;;R2040-25-S3;+;NRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3+NRC24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";36
122565;R2040-25-S3/NRC24A-SR;R2040-25-S3/NRC24A-SR;;R2040-25-S3;/;NRC24A-SR;Schnellläufer;1;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-25-S3/NRC24A-SR;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";36
122566;R2040-S3+NR230A;R2040-S3+NR230A;;R2040-S3;+;NR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-S3+NR230A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";36
122567;R2040-S3/NR230A;R2040-S3/NR230A;;R2040-S3;/;NR230A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-S3/NR230A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";36
122568;R2040-S3+NR230A-S;R2040-S3+NR230A-S;;R2040-S3;+;NR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-S3+NR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";36
122569;R2040-S3/NR230A-S;R2040-S3/NR230A-S;;R2040-S3;/;NR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-S3/NR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
122570;R2040-S3+NR24A;R2040-S3+NR24A;;R2040-S3;+;NR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-S3+NR24A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
122571;R2040-S3/NR24A;R2040-S3/NR24A;;R2040-S3;/;NR24A;Standardantrieb;1;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-S3/NR24A;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
122572;R2040-S3+NR24A-S;R2040-S3+NR24A-S;;R2040-S3;+;NR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-S3+NR24A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
122573;R2040-S3/NR24A-S;R2040-S3/NR24A-S;;R2040-S3;/;NR24A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2040-S3/NR24A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123008;R2015-1-S1+LR230A-S;R2015-1-S1+LR230A-S;;R2015-1-S1;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-1-S1+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123009;R2015-1-S1/LR230A-S;R2015-1-S1/LR230A-S;;R2015-1-S1;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-1-S1/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";37
123010;R2015-1P6-S1+LR230A-S;R2015-1P6-S1+LR230A-S;;R2015-1P6-S1;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-1P6-S1+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";37
123011;R2015-1P6-S1/LR230A-S;R2015-1P6-S1/LR230A-S;;R2015-1P6-S1;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-1P6-S1/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";37
123012;R2015-2P5-S1+LR230A-S;R2015-2P5-S1+LR230A-S;;R2015-2P5-S1;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-2P5-S1+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";37
123013;R2015-2P5-S1/LR230A-S;R2015-2P5-S1/LR230A-S;;R2015-2P5-S1;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-2P5-S1/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";37
123014;R2015-4-S1+LR230A-S;R2015-4-S1+LR230A-S;;R2015-4-S1;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-4-S1+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123015;R2015-4-S1/LR230A-S;R2015-4-S1/LR230A-S;;R2015-4-S1;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-4-S1/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123156;R2015-P25-S1+LR230A-S;R2015-P25-S1+LR230A-S;;R2015-P25-S1;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-P25-S1+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";36
123157;R2015-P25-S1/LR230A-S;R2015-P25-S1/LR230A-S;;R2015-P25-S1;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-P25-S1/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";36
123158;R2015-P4-S1+LR230A-S;R2015-P4-S1+LR230A-S;;R2015-P4-S1;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-P4-S1+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";36
123159;R2015-P4-S1/LR230A-S;R2015-P4-S1/LR230A-S;;R2015-P4-S1;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-P4-S1/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";36
123160;R2015-P63-S1+LR230A-S;R2015-P63-S1+LR230A-S;;R2015-P63-S1;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-P63-S1+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";36
123161;R2015-P63-S1/LR230A-S;R2015-P63-S1/LR230A-S;;R2015-P63-S1;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-P63-S1/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";36
123162;R2015-S1+LR230A-S;R2015-S1+LR230A-S;;R2015-S1;+;LR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-S1+LR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";38
123163;R2015-S1/LR230A-S;R2015-S1/LR230A-S;;R2015-S1;/;LR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2015-S1/LR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Kombinationen\Folder..2/..3\";38
123164;R2020-4-S2+LR230A-S;R2020-4-S2+LR230A-S;;R2020-4-S2;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2020-4-S2+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123165;R2020-4-S2/LR230A-S;R2020-4-S2/LR230A-S;;R2020-4-S2;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2020-4-S2/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123168;R2020-8P6-S2+LR230A-S;R2020-8P6-S2+LR230A-S;;R2020-8P6-S2;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2020-8P6-S2+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123169;R2020-8P6-S2/LR230A-S;R2020-8P6-S2/LR230A-S;;R2020-8P6-S2;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2020-8P6-S2/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123170;R2020-S2+LR230A-S;R2020-S2+LR230A-S;;R2020-S2;+;LR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2020-S2+LR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";38
123171;R2020-S2/LR230A-S;R2020-S2/LR230A-S;;R2020-S2;/;LR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2020-S2/LR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";38
123172;R2025-10-S2+LR230A-S;R2025-10-S2+LR230A-S;;R2025-10-S2;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2025-10-S2+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";38
123173;R2025-10-S2/LR230A-S;R2025-10-S2/LR230A-S;;R2025-10-S2;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2025-10-S2/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";38
123174;R2025-16-S2+LR230A-S;R2025-16-S2+LR230A-S;;R2025-16-S2;+;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2025-16-S2+LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123175;R2025-16-S2/LR230A-S;R2025-16-S2/LR230A-S;;R2025-16-S2;/;LR230A-S;Standardantrieb;0;"Scenario 2";;PPK|SelectPro_EU|VDI3805|Internet_EU;;;R2025-16-S2/LR230A-S;Regelkugelhahn;1400 kPa;350 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";37
123178;R2025-S2+LR230A-S;R2025-S2+LR230A-S;;R2025-S2;+;LR230A-S;Standardantrieb;0;"Scenario 1";;PPK|SelectPro_EU|SelectPro_AP|VDI3805|Internet_EU;;;R2025-S2+LR230A-S;Auf-Zu-Kugelhahn;1400 kPa;1000 kPa;;"EU\Inbox\Combinations\Folder..2/..3\";38
