PdmarticleID;Bezeichnung;Produktfamilie;"Produktfamilie kurz";Produkttyp;Mediumstemperatur;Ansteuerung;"Arbeitsbereich Y";Kommunikation;"Notstellposition (POP) stromlos";"Laufzeit Motor";"Stellzeit Motor";Stellkraft;Hilfsschalter;Nennspannung;Nenndrehmoment;"Schutzart IEC/EN";Datenblattname;"Datenblatt PDF";3432;"Produktbild 4c/bw";DN;PN;"Zulässiger Druck ps";"Schliessdruck Δps";"Differenzdruck ∆pmin Wert";"Differenzdruck Δpmax Wert";kvs;"kvs (Sequenz I)";"kvs (Sequenz II)";kvmax;"kv variabel";"kvs theor.";"kv (Werkseinstellung)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax ger.";"Leckrate Regelpfad";"Anzahl Rohranschlüsse";"Rohranschluss Typ";Messstutzen;Medien;"Anwendung Ventil";"Elektrisches Zubehör";"Mechanisches Zubehör";V0;V1;Versions-Nr;Pfad
5170;H6150SP;"Hubventil (teildruckentlastet)";H;Ventil;5...150°C;;;;;;;;;;;;H6..SP;H6..SP_datasheet_de-ch.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;150;16;1600 kPa;;;;320 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;295;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\SP\"
4927;LR24A-S;Drehantrieb;;Antrieb;;Auf-Zu|3-Punkt;;;;"90 s";;;"1 x EPU";AC/DC 24 V;"5 Nm";IP54;LR24A-S;LR24A-S_datasheet_de-ch.pdf;;PIC_EU_LR24A-S_02_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;341;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\LR..A (5 Nm)\"
5368;R419D;Regelkugelhahn;RKH;Ventil;2...130°C;;;;;;;;;;;;R4xxD(K);R4xxD(K)_datasheet_de-ch.pdf;;PIC_EU_R415D_01_4C.jpg;20;16;2700 kPa;1400 kPa;;400 kPa;16 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Regelventil;;ZR4520;;;310;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Aussengewinde, 2-Weg\"
101666;SRF24A-SR-S2-5;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;NC;"90 s";;;"2 x EPU";AC/DC 24 V;"20 Nm";IP54;SRF24A-SR-S2-5;SRF24A-SR-S2-5_datasheet_de-ch.pdf;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;267;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
101667;SRF24A-SR-S2-5-O;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;NO;"90 s";;;"2 x EPU";AC/DC 24 V;"20 Nm";IP54;SRF24A-SR-S2-5-O;SRF24A-SR-S2-5-O_datasheet_de-ch.pdf;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
61693;R6050R-B3;Auf-Zu-Kugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R6..R-B..;R6..R-B.._datasheet_de-ch.pdf;;PIC_EU_R6-neueCCV_01_SW.jpg;50;6;600 kPa;600 kPa;;100 kPa;49 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;;;;291;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Absperr-Kugelhahnen\Flansch, 2-Weg, PN 6\"
61695;R7015R1P6-B1;Regelkugelhahn;RKH;Ventil;-10...100°C;;;;;;;;;;;;R7..Rxx-B..;R7..Rxx-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;15;6;600 kPa;600 kPa;;100 kPa;1.6 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Regelventil;;;;;318;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 3-Weg\"
5174;H714N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;15;16;1600 kPa;;;;2.5 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;ZH715;;;292;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
61308;ZD6N-H150;Drosselklappe;;Antrieb;;Manuell;;;;;;;;;;;ZD6N-H150;;;PIC_EU_ZD6N-H_Manual-control_BW.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;189;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Manuelle Antriebe\"
61694;R7015RP63-B1;Regelkugelhahn;RKH;Ventil;-10...100°C;;;;;;;;;;;;R7..Rxx-B..;R7..Rxx-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;15;6;600 kPa;600 kPa;;100 kPa;0.63 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Regelventil;;;;;323;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 3-Weg\"
4928;LR24A-SR;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"90 s";;;;AC/DC 24 V;"5 Nm";IP54;LR24A-SR;LR24A-SR_datasheet_de-ch.pdf;;PIC_EU_LR24A_SR_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;325;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\LR..A (5 Nm)\"
61698;R7025R10-B2;Regelkugelhahn;RKH;Ventil;-10...100°C;;;;;;;;;;;;R7..Rxx-B..;R7..Rxx-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;25;6;600 kPa;600 kPa;;100 kPa;10 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Regelventil;;;;;318;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 3-Weg\"
61696;R7015R4-B1;Regelkugelhahn;RKH;Ventil;-10...100°C;;;;;;;;;;;;R7..Rxx-B..;R7..Rxx-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;15;6;600 kPa;600 kPa;;100 kPa;4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Regelventil;;;;;311;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 3-Weg\"
5171;H711N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;15;16;1600 kPa;;;;0.63 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;ZH715;;;290;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
4930;LR230A-S;Drehantrieb;;Antrieb;;Auf-Zu|3-Punkt;;;;"90 s";;;"1 x EPU";AC 230 V;"5 Nm";IP54;LR230A-S;LR230A-S_datasheet_de-ch.pdf;;PIC_EU_LR230A-S_02_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;346;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\LR..A (5 Nm)\"
4931;LRC24A-SR;Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;;"35 s";;;;AC/DC 24 V;"5 Nm";IP54;LRC24A-SR;LRC24A-SR_datasheet_de-ch.pdf;;PIC_EU_LR24A-MF_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S1A|S2A|P140A|P200A|P500A|P1000A|P2800A|P5000A|P10000A;;;;300;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Schnellläufer-Antriebe\LRC..A (5 Nm)\"
5172;H712N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;15;16;1600 kPa;;;;1 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;ZH715;;;290;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
4934;LRF24-S;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;"2 x EPU";AC/DC 24 V;"4 Nm";IP54;LRF24-S;LRF24-S_datasheet_de-ch.pdf;;PIC_EU_LRF..-S2_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;361;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
4932;LRF24;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;;AC/DC 24 V;"4 Nm";IP54;LRF24;LRF24_datasheet_de-ch.pdf;;PIC_EU_LRF230_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;368;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
5393;R415D;Auf-Zu-Kugelhahn;KH;Ventil;2...130°C;;;;;;;;;;;;R4..D(K);R4..D(K)_datasheet_de-ch.pdf;;PIC_EU_R415D_01_4C.jpg;15;16;2700 kPa;1400 kPa;;800 kPa;12 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Absperrventil;;ZR4515;;;307;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Absperr-Kugelhahnen\Aussengewinde, 2-Weg\"
127112;CQ24A-MPL;"Drehantrieb (ZoneTight)";QCV;Antrieb;;kommunikativ;;MP-Bus;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A-MPL;CQ24A-MPL_datasheet_de-ch.pdf;;PIC_EU_CQ24A-MPL_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK2-GEN|ZFP2-MP|ZN230-24MP;ZCQ-E|ZCQ-W;;;341;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
127107;CQ24A;"Drehantrieb (ZoneTight)";QCV;Antrieb;;Auf-Zu|3-Punkt;;;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A;CQ24A_datasheet_de-ch.pdf;;PIC_EU_CQ24A_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;303;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
5180;H750N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;50;16;1600 kPa;;;;40 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;ZH750;;;293;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
102367;LR24A-MOD;Drehantrieb;;Antrieb;;kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"5 Nm";IP54;LR24A-MOD;LR24A-MOD_datasheet_de-ch.pdf;;PIC_EU_LR24A-MP_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN;;;;326;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\LR..A (5 Nm)\"
5179;H740N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;40;16;1600 kPa;;;;25 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;ZH740;;;291;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
127110;CQ230A;"Drehantrieb (ZoneTight)";QCV;Antrieb;;Auf-Zu|3-Punkt;;;;"75 s";;;;AC 230 V;"1 Nm";IP40;CQ230A;CQ230A_datasheet_de-ch.pdf;;PIC_EU_CQ24A_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZCQ-E|ZCQ-W;;;287;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
61311;ZD6N-S350;Drosselklappe;;Antrieb;;Manuell;;;;;;;;;;;ZD6N-S350;;;PIC_EU_ZD6N-S_Worm-gear_BW.jpg;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;224;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Manuelle Antriebe\"
5387;R425;Auf-Zu-Kugelhahn;KH;Ventil;6...100°C;;;;;;;;;;;;R4..;R4.._datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;25;16;1600 kPa;1400 kPa;;400 kPa;26 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Absperrventil;ZR24-1;ZR4525;;;344;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Absperr-Kugelhahnen\Aussengewinde, 2-Weg\"
61319;SRF24A-SZ-S2;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;NC;"90 s";;;"2 x EPU";AC/DC 24 V;"20 Nm";IP54;SRF24A-SZ-S2;SRF24A-SZ-S2_datasheet_de-ch.pdf;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
61320;SRF24A-SZ-S2-O;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;NO;"90 s";;;"2 x EPU";AC/DC 24 V;"20 Nm";IP54;SRF24A-SZ-S2-O;SRF24A-SZ-S2-O_datasheet_de-ch.pdf;;PIC_EU_SRF-S2-neutral-2K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;335;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
5391;R450;Auf-Zu-Kugelhahn;KH;Ventil;6...100°C;;;;;;;;;;;;R4..;R4.._datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;50;16;1600 kPa;1400 kPa;;400 kPa;49 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Absperrventil;ZR24-1;ZR4550;;;345;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Absperr-Kugelhahnen\Aussengewinde, 2-Weg\"
61703;R7020R-B1;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R7..R-B..;R7..R-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;20;6;600 kPa;600 kPa;;100 kPa;32 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Umschaltventil;;;;;312;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Flansch, 3-Weg, PN 6 \"
61316;SRF24A-SZ;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;NC;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;SRF24A-SZ;SRF24A-SZ_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;326;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
5178;H732N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;32;16;1600 kPa;;;;16 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;ZH732;;;288;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
5176;H720N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;20;16;1600 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;ZH720;;;289;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
5181;H764N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;65;16;1600 kPa;;;;58 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1-C;ZH765;;;292;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
5182;H765N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;65;16;1600 kPa;;;;63 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1-C;ZH765;;;290;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
5392;R410DK;Auf-Zu-Kugelhahn;KH;Ventil;2...130°C;;;;;;;;;;;;R4..D(K);R4..D(K)_datasheet_de-ch.pdf;;PIC_EU_R415D_01_4C.jpg;10;16;2700 kPa;1400 kPa;;800 kPa;4 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Absperrventil;;ZR4510;;;308;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Absperr-Kugelhahnen\Aussengewinde, 2-Weg\"
61700;R7040R16-B3;Regelkugelhahn;RKH;Ventil;-10...100°C;;;;;;;;;;;;R7..Rxx-B..;R7..Rxx-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;40;6;600 kPa;600 kPa;;100 kPa;16 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Regelventil;;;;;317;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 3-Weg\"
61702;R7015R-B1;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R7..R-B..;R7..R-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;15;6;600 kPa;600 kPa;;100 kPa;15 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Umschaltventil;;;;;312;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Flansch, 3-Weg, PN 6 \"
4936;LRF24-SR;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;NC;"150 s";;;;AC/DC 24 V;"4 Nm";IP54;LRF24-SR;LRF24-SR_datasheet_de-ch.pdf;;PIC_EU_LRF230_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;350;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
5390;R440;Auf-Zu-Kugelhahn;KH;Ventil;6...100°C;;;;;;;;;;;;R4..;R4.._datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;40;16;1600 kPa;1400 kPa;;400 kPa;32 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Absperrventil;ZR24-1;ZR4540;;;341;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Absperr-Kugelhahnen\Aussengewinde, 2-Weg\"
61699;R7032R16-B3;Regelkugelhahn;RKH;Ventil;-10...100°C;;;;;;;;;;;;R7..Rxx-B..;R7..Rxx-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;32;6;600 kPa;600 kPa;;100 kPa;16 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Regelventil;;;;;320;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 3-Weg\"
4935;LRF24-S-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;"2 x EPU";AC/DC 24 V;"4 Nm";IP54;LRF24-S-O;LRF24-S-O_datasheet_de-ch.pdf;;PIC_EU_LRF..-S2_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;341;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
5389;R432;Auf-Zu-Kugelhahn;KH;Ventil;6...100°C;;;;;;;;;;;;R4..;R4.._datasheet_de-ch.pdf;;PIC_EU_R4_neutral_01_2C.jpg;32;16;1600 kPa;1400 kPa;;400 kPa;32 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Absperrventil;ZR24-1;ZR4532;;;349;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Absperr-Kugelhahnen\Aussengewinde, 2-Weg\"
61705;R7032R-B3;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R7..R-B..;R7..R-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;32;6;600 kPa;600 kPa;;100 kPa;32 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Umschaltventil;;;;;308;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Flansch, 3-Weg, PN 6 \"
61704;R7025R-B2;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R7..R-B..;R7..R-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;25;6;600 kPa;600 kPa;;100 kPa;26 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Umschaltventil;;;;;305;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Flansch, 3-Weg, PN 6 \"
127111;CQ24A-SZ;"Drehantrieb (ZoneTight)";QCV;Antrieb;;stetig;DC 0.5...10 V;;;"75 s";;;;AC/DC 24 V;"1 Nm";IP40;CQ24A-SZ;CQ24A-SZ_datasheet_de-ch.pdf;;PIC_EU_CQ24A-SZ_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;CR24-A3|CR24-B3;ZCQ-E|ZCQ-W;;;267;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\CQ Antrieb\"
5394;R420D;Auf-Zu-Kugelhahn;KH;Ventil;2...130°C;;;;;;;;;;;;R4..D(K);R4..D(K)_datasheet_de-ch.pdf;;PIC_EU_R415D_01_4C.jpg;20;16;2700 kPa;1400 kPa;;800 kPa;25 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Aussengewinde;;Wasser;Absperrventil;;ZR4520;;;307;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Absperr-Kugelhahnen\Aussengewinde, 2-Weg\"
61701;R7050R25-B3;Regelkugelhahn;RKH;Ventil;-10...100°C;;;;;;;;;;;;R7..Rxx-B..;R7..Rxx-B.._datasheet_de-ch.pdf;;PIC_EU_R7-neueCCV_01_SW.jpg;50;6;600 kPa;600 kPa;;100 kPa;25 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Flansch;;Wasser;Regelventil;;;;;323;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 3-Weg\"
4937;LRF230;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;;AC 230 V;"4 Nm";IP54;LRF230;LRF230_datasheet_de-ch.pdf;;PIC_EU_LRF230_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;375;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
5177;H725N;Hubventil;H;Ventil;5...120°C;;;;;;;;;;;;H7..N;H7..N_datasheet_de-ch.pdf;;PIC_EU_H7..N-neutral_01_4C.jpg;25;16;1600 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";3-Weg;Flansch;;Wasser;Regelventil;ZH24-1;ZH725;;;292;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\3-Weg\N\"
61317;SRF24A-SZ-O;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 0.5...10 V;;NO;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;SRF24A-SZ-O;SRF24A-SZ-O_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;326;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
4933;LRF24-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;;AC/DC 24 V;"4 Nm";IP54;LRF24-O;LRF24-O_datasheet_de-ch.pdf;;PIC_EU_LRF230_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;344;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\LRF.. (4 Nm)\"
61826;SRFA-5;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;;AC 24...240 V / DC 24...125 V;"20 Nm";IP54;SRFA-5;SRFA-5_datasheet_de-ch.pdf;;PIC_EU_SRF-neutral-1K_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;312;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\SRF..A (20 Nm)\"
