PdmarticleID;Bezeichnung;Produktfamilie;"Produktfamilie kurz";Produkttyp;Mediumstemperatur;Ansteuerung;"Arbeitsbereich Y";Kommunikation;"Notstellposition (POP) stromlos";"Laufzeit Motor";"Stellzeit Motor";Stellkraft;Hilfsschalter;Nennspannung;Nenndrehmoment;"Schutzart IEC/EN";Datenblattname;"Datenblatt PDF";3432;"Produktbild 4c/bw";DN;PN;"Zulässiger Druck ps";"Schliessdruck Δps";"Differenzdruck ∆pmin Wert";"Differenzdruck Δpmax Wert";kvs;"kvs (Sequenz I)";"kvs (Sequenz II)";kvmax;"kv variabel";"kvs theor.";"kv (Werkseinstellung)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax ger.";"Leckrate Regelpfad";"Anzahl Rohranschlüsse";"Rohranschluss Typ";Messstutzen;Medien;"Anwendung Ventil";"Elektrisches Zubehör";"Mechanisches Zubehör";V0;V1;Versions-Nr;Pfad
285295;EP025R+KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;EP..R+KMP;EP..R+KMP_datasheet_de-ch.pdf;;PIC_EU_EP..R+KMP_4C.jpg;25;16;1600 kPa;1400 kPa;;350 kPa;;;;;;8.6 m³/h;;1.15 l/s;69 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;107;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\"
285298;EP050R+KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;EP..R+KMP;EP..R+KMP_datasheet_de-ch.pdf;;PIC_EU_EP..R+KMP_4C.jpg;50;16;1600 kPa;1400 kPa;;350 kPa;;;;;;32.0 m³/h;;4.8 l/s;288 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;106;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\"
285294;EP020R+KMP;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;MP-Bus;;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;EP..R+KMP;EP..R+KMP_datasheet_de-ch.pdf;;PIC_EU_EP..R+KMP_4C.jpg;20;16;1600 kPa;1400 kPa;;350 kPa;;;;;;4.9 m³/h;;0.65 l/s;39 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;ZK1-GEN|ZK2-GEN|ZFP2-MP|ZN230-24MP;;;;106;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\SuperCap-EPIV\"
285420;P6125W3100E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;P6..W..E-MOD;P6..W..E-MOD_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;125;16;1600 kPa;690 kPa;;340 kPa;;;;;;175 m³/h;;31 l/s;1860 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN;;;;123;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285417;P6065W800E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;P6..W..E-MOD;P6..W..E-MOD_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;65;16;1600 kPa;690 kPa;;340 kPa;;;;;;45 m³/h;;8 l/s;480 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN;;;;124;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285423;EP020R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"5 Nm";IP54;EP..R+MOD;EP..R+MOD_datasheet_de-ch.pdf;;PIC_EU_EP040R+MP_4C.jpg;20;16;1600 kPa;1400 kPa;;350 kPa;;;;;;4.9 m³/h;;0.65 l/s;39 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;ZK1-GEN|ZK2-GEN;;;;126;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285426;EP040R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;EP..R+MOD;EP..R+MOD_datasheet_de-ch.pdf;;PIC_EU_EP040R+MP_4C.jpg;40;16;1600 kPa;1400 kPa;;350 kPa;;;;;;21.3 m³/h;;2.5 l/s;150 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;ZK1-GEN|ZK2-GEN;;;;135;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285419;P6100W2000E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;P6..W..E-MOD;P6..W..E-MOD_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;100;16;1600 kPa;690 kPa;;340 kPa;;;;;;115 m³/h;;20 l/s;1200 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN;;;;119;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285425;EP032R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"10 Nm";IP54;EP..R+MOD;EP..R+MOD_datasheet_de-ch.pdf;;PIC_EU_EP040R+MP_4C.jpg;32;16;1600 kPa;1400 kPa;;350 kPa;;;;;;14.2 m³/h;;1.8 l/s;108 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;ZK1-GEN|ZK2-GEN;;;;127;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285422;EP015R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"5 Nm";IP54;EP..R+MOD;EP..R+MOD_datasheet_de-ch.pdf;;PIC_EU_EP040R+MP_4C.jpg;15;16;1600 kPa;1400 kPa;;350 kPa;;;;;;2.9 m³/h;;0.35 l/s;21 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;ZK1-GEN|ZK2-GEN;;;;134;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285445;P6065W800EV-KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP|Modbus RTU|Modbus TCP";;"90 s";;;;AC/DC 24 V;"20 Nm";"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";P6..W..EV-KBAC;P6..W..EV-KBAC_datasheet_de-ch.pdf;;PIC_EU_EnergyValve_black_4C.jpg;65;16;1600 kPa;690 kPa;;340 kPa;;;;;;40 m³/h;;8 l/s;480 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;Z-STRJ.1|ZR24-F05|ZK1-GEN;;;;201;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\"
285418;P6080W1100E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;P6..W..E-MOD;P6..W..E-MOD_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;80;16;1600 kPa;690 kPa;;340 kPa;;;;;;65 m³/h;;11 l/s;660 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN;;;;128;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285421;P6150W4500E-MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"40 Nm";IP54;P6..W..E-MOD;P6..W..E-MOD_datasheet_de-ch.pdf;;PIC_EU_EPIV-schwarz_4C.jpg;150;16;1600 kPa;690 kPa;;340 kPa;;;;;;270 m³/h;;45 l/s;2700 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;ZR24-F05|ZK1-GEN|ZK2-GEN;;;;116;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285424;EP025R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"5 Nm";IP54;EP..R+MOD;EP..R+MOD_datasheet_de-ch.pdf;;PIC_EU_EP040R+MP_4C.jpg;25;16;1600 kPa;1400 kPa;;350 kPa;;;;;;8.6 m³/h;;1.15 l/s;69 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;ZK1-GEN|ZK2-GEN;;;;126;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285427;EP050R+MOD;"Kommunikationsfähiger Regelkugelhahn mit sensorgeführter Durchflussregelung";EPIV;VA-Einheit;"-10...120°C ";kommunikativ;;"Modbus RTU";;"90 s";;;;AC/DC 24 V;"20 Nm";IP54;EP..R+MOD;EP..R+MOD_datasheet_de-ch.pdf;;PIC_EU_EP040R+MP_4C.jpg;50;16;1600 kPa;1400 kPa;;350 kPa;;;;;;32.0 m³/h;;4.8 l/s;288 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;ZK1-GEN|ZK2-GEN;;;;126;"EU\Produkte\Wasseranwendungen\VA Einheiten\EPIV\stetig, MOD\"
285453;EV032R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP|Modbus RTU|Modbus TCP";;"90 s";;;;AC/DC 24 V;"10 Nm";"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";EV..R+KBAC;EV..R+KBAC_datasheet_de-ch.pdf;;PIC_EU_EV032RplusBAC_4C.jpg;32;16;1600 kPa;1400 kPa;;350 kPa;;;;;;14.2 m³/h;;1.8 l/s;108 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;Z-STRJ.1|ZK1-GEN;;;;216;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\"
285447;P6100W2000EV-KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP|Modbus RTU|Modbus TCP";;"90 s";;;;AC/DC 24 V;"40 Nm";"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";P6..W..EV-KBAC;P6..W..EV-KBAC_datasheet_de-ch.pdf;;PIC_EU_EnergyValve_black_4C.jpg;100;16;1600 kPa;690 kPa;;340 kPa;;;;;;100 m³/h;;20 l/s;1200 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;Z-STRJ.1|ZR24-F05|ZK1-GEN;;;;200;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\"
285449;P6150W4500EV-KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP|Modbus RTU|Modbus TCP";;"90 s";;;;AC/DC 24 V;"40 Nm";"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";P6..W..EV-KBAC;P6..W..EV-KBAC_datasheet_de-ch.pdf;;PIC_EU_EnergyValve_black_4C.jpg;150;16;1600 kPa;690 kPa;;340 kPa;;;;;;240 m³/h;;45 l/s;2700 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;Z-STRJ.1|ZR24-F05|ZK1-GEN;;;;201;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\"
285452;EV025R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP|Modbus RTU|Modbus TCP";;"90 s";;;;AC/DC 24 V;"5 Nm";"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";EV..R+KBAC;EV..R+KBAC_datasheet_de-ch.pdf;;PIC_EU_EV032RplusBAC_4C.jpg;25;16;1600 kPa;1400 kPa;;350 kPa;;;;;;8.6 m³/h;;1.15 l/s;69 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;Z-STRJ.1|ZK1-GEN;;;;215;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\"
285446;P6080W1100EV-KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP|Modbus RTU|Modbus TCP";;"90 s";;;;AC/DC 24 V;"20 Nm";"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";P6..W..EV-KBAC;P6..W..EV-KBAC_datasheet_de-ch.pdf;;PIC_EU_EnergyValve_black_4C.jpg;80;16;1600 kPa;690 kPa;;340 kPa;;;;;;60 m³/h;;11 l/s;660 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Druckunabhängig;Z-STRJ.1|ZR24-F05|ZK1-GEN;;;;200;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\"
285455;EV050R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP|Modbus RTU|Modbus TCP";;"90 s";;;;AC/DC 24 V;"20 Nm";"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";EV..R+KBAC;EV..R+KBAC_datasheet_de-ch.pdf;;PIC_EU_EV032RplusBAC_4C.jpg;50;16;1600 kPa;1400 kPa;;350 kPa;;;;;;32.0 m³/h;;4.8 l/s;288 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;Z-STRJ.1|ZK1-GEN;;;;216;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\"
285451;EV020R+KBAC;"Regelkugelhahn mit sensorgeführter Durchfluss- oder Leistungsregelung, Leistungs- und Energiemonitoringfunktion";EV;VA-Einheit;"-10...120°C ";stetig|kommunikativ;DC 2...10 V;"MP-Bus|BACnet MS/TP|BACnet IP|Modbus RTU|Modbus TCP";;"90 s";;;;AC/DC 24 V;"5 Nm";"IP54 (bei Verwendung von Schutzkappe oder Schutztülle für RJ45-Buchse)";EV..R+KBAC;EV..R+KBAC_datasheet_de-ch.pdf;;PIC_EU_EV032RplusBAC_4C.jpg;20;16;1600 kPa;1400 kPa;;350 kPa;;;;;;4.9 m³/h;;0.65 l/s;39 l/min;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Innengewinde;;Wasser;Druckunabhängig;Z-STRJ.1|ZK1-GEN;;;;216;"EU\Produkte\Wasseranwendungen\VA Einheiten\EV\SuperCap-EV\"
