PdmarticleID;Label;"External Key";"Nominal voltage";"Power consumption in operation";"Power consumption in rest position";"Power consumption for wire sizing";Connection;"Nominal torque";"Spring torque value";"Actuating force";"Emergency control function";"Angle of rotation";"Running time motor";"Running time emergency control position";"Actuating time motor";"Actuating time emergency control function";"Running time reference";"Sound power level motor";Control;"Operating range Y";"Position feedback U";"Control signal Y variable";"Connection supply / control";"Degree of protection IEC/EN";"Ambient temperature";6287;"Product picture 4c/bw";"Data sheet name";"Data sheet PDF";"Company [Competitor]";"Serie Valve [Competitor]";"Serie Actuator [Competitor]";"Product type Actuator [Competitor]";"Product type valve [competitor]";DN;kvs;PN;Stroke;"Voltage [Competitor]";"Sound power level [Competitor]";"Control type [Competitor]";"Running Time min [Competitor]";"Running Time max [Competitor]";"Torque [Competitor]";"Stroke [Competitor]";"Power consumption [Competitor]";"Connection [Competitor]";"Safety function [Competitor]";"Integrated switch [Competitor]";"Integrated potentiometer [Competitor]";"Degree of protection [Competitor]";"Angle of rotation [Competitor]";"Working range [Competitor]";"Positioning feedback [Competitor]";"Spindle driver [Competitor]";"Manual override [Competitor]";"Additional Specification [Competitor]";"Belimo Retrofit1 Antrieb";"Belimo Retrofit1 Accessory1";"Belimo Retrofit1 Form fit adapter";"Belimo Retrofit1 Reducer";"Belimo Retrofit1 Insulation cover";"Belimo Retrofit2 Actuator";"Belimo Retrofit2 Accessory1";"Belimo Retrofit2 Form fit adapter";"Belimo Retrofit2 Reducer";"Belimo Retrofit3 Actuator";"Belimo Retrofit3 Accessory";"Belimo Retrofit3 Form fit adapter";"Belimo Retrofit4 Actuator";"Belimo Retrofit4 Accessory";"Belimo Retrofit4 Form fit adapter";"Belimo Retrofit Valve";"Belimo Retrofit VA-Unit";"Version Number";Path
304140;V5011N2071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011N;;;"Globe valve";32;;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;15;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298676;BR216RA-1.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA;;;"Globe valve";15;1.25 m³/h;;12 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
298681;BR216RA-6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA;;;"Globe valve";20;6.3 m³/h;;12 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;17;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
298673;BR216GG-50-31.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216GG;;;"Globe valve";50;31.5 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
299580;"BUG 015 F334";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUG;;;"Globe valve";15;1.0 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;ZNV-204;;;;;;;;;;;;;;;23;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
299135;RB50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB;;;"Globe valve";50;40 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
299130;RB15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB;;;"Globe valve";15;4.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
304145;V5011N3020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011N;;;"Globe valve";20;;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;15;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298225;VMB1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMB;;;"Globe valve";15;1.6 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
300040;VXF41.150-300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Siemens / Landis & Staefa";VXF41;;;"Globe valve";150;300 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens / Landis & Staefa\"
299587;"BUG 065 F316";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUG;;;"Globe valve";65;63 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-304;;;;;;;;;;;;;;;41;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
299125;VG89L1S1N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Johnson Controls";VG89xx;;;"Globe valve";150;350 m³/h;;42 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Johnson Controls\"
300047;"KEA41 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";15;4.0 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
304135;V5011N2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011N;;;"Globe valve";15;;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;15;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298678;BR216RA-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA;;;"Globe valve";15;2.5 m³/h;;12 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
299132;RB25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB;;;"Globe valve";25;10 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
298230;VMB1F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMBXXF;;;"Globe valve";15;1.6 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
298222;V3BM32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cazzaniga;V3BM;;;"Globe valve";32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Cazzaniga\"
298227;VMB11F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMBXXF;;;"Globe valve";15;1.0 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
300037;VXF41.80-78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Siemens / Landis & Staefa";VXF41;;;"Globe valve";80;78 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Siemens / Landis & Staefa\"
298683;BR216RA-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA;;;"Globe valve";25;10 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
299127;RB15-1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB;;;"Globe valve";15;1.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
300042;"B 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;"B Series";;;"Globe valve";20;7.0 m³/h;;19 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
299137;RB15-1.0-BK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..-BK;;;"Globe valve";15;1.0 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
304137;V5011N2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011N;;;"Globe valve";15;;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;15;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
300049;"KEA41 1""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";25;10 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
298232;VMB2F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMBXXF;;;"Globe valve";15;4.0 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;23;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
304149;V5011P1012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011P;;;"Globe valve";32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;16;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298693;BR216RA-TW-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA-TW;;;"Globe valve";15;2.5 m³/h;;12 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
300059;"KEA71 1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";15;4.0 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
299597;"BUN 015 F350";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";15;0.4 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
300054;"KEA43 3/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";20;6.3 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
299602;"BUN 050 F200";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";50;40 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
298685;BR216RA-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA;;;"Globe valve";32;16 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
299139;RB15-2.5-BK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..-BK;;;"Globe valve";15;2.5 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
298239;VMB6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMB;;;"Globe valve";40;25 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
299594;"BUN 015 F320";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUN;;;"Globe valve";15;1.6 m³/h;;8 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;22;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
304156;V5011S1013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Honeywell;V5011S;;;"Globe valve";15;1 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;16;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Honeywell\"
298237;VMB5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMB;;;"Globe valve";32;16 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
298690;BR216RA-TW-0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hora;BR216RA-TW;;;"Globe valve";15;0.63 m³/h;;12 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;18;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Hora\"
299149;RB15-2.5SO17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..SO17;;;"Globe valve";15;2.5 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
299591;"BUG 150 F304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sauter;BUG;;;"Globe valve";150;340 m³/h;;40 mm;;;;;;;;;;;;;;;;;;;;SVL230A-RE|SVL24A-MP-RE|EV24A-RE|EV230A-RE|EVC24A-MF-RE|EV24A-MP-RE|RV24A-MF-RE;;ZRV-304;;;;;;;;;;;;;;;25;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Sauter\"
300051;"KEA41 1-1/2""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";40;25 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
299146;RB15-0.63SO17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Kieback&Peter;RB..SO17;;;"Globe valve";15;0.63 m³/h;;14 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Kieback&Peter\"
300056;"KEA43 1-1/4""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;SpiraxSarco;KEA;;;"Globe valve";32;16 m³/h;;20 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;20;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\SpiraxSarco\"
298234;VMB3F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Controlli;VMBXXF;;;"Globe valve";20;6.3 m³/h;;17 mm;;;;;;;;;;;;;;;;;;;;NV24A-RE|NV24A-MP-RE|NVK24A-3-RE|NVK230A-3-RE|NVK24A-MP-RE|NVC24A-MP-RE|NVKC24A-MP-RE|NV230A-RE|NVC230A-RE|SV24A-RE|SV230A-RE|SV24A-MP-RE|SVC24A-MP-RE;;;;;;;;;;;;;;;;;21;"EU\Competitors valves retrofit\Water Solutions\Retrofit globe valves\Controlli\"
