PdmarticleID;Label;"External Key";"Nominal voltage";"Power consumption in operation";"Power consumption in rest position";"Power consumption for wire sizing";Connection;"Nominal torque";"Spring torque value";"Actuating force";"Emergency control function";"Angle of rotation";"Running time motor";"Running time emergency control position";"Actuating time motor";"Actuating time emergency control function";"Running time reference";"Sound power level motor";Control;"Operating range Y";"Position feedback U";"Control signal Y variable";"Connection supply / control";"Degree of protection IEC/EN";"Ambient temperature";6287;"Product picture 4c/bw";"Data sheet name";"Data sheet PDF";"Company [Competitor]";"Serie Valve [Competitor]";"Serie Actuator [Competitor]";"Product type Actuator [Competitor]";"Product type valve [competitor]";DN;kvs;PN;Stroke;"Voltage [Competitor]";"Sound power level [Competitor]";"Control type [Competitor]";"Running Time min [Competitor]";"Running Time max [Competitor]";"Torque [Competitor]";"Stroke [Competitor]";"Power consumption [Competitor]";"Connection [Competitor]";"Safety function [Competitor]";"Integrated switch [Competitor]";"Integrated potentiometer [Competitor]";"Degree of protection [Competitor]";"Angle of rotation [Competitor]";"Working range [Competitor]";"Positioning feedback [Competitor]";"Spindle driver [Competitor]";"Manual override [Competitor]";"Additional Specification [Competitor]";"Belimo Retrofit1 Antrieb";"Belimo Retrofit1 Accessory1";"Belimo Retrofit1 Form fit adapter";"Belimo Retrofit1 Reducer";"Belimo Retrofit1 Insulation cover";"Belimo Retrofit2 Actuator";"Belimo Retrofit2 Accessory1";"Belimo Retrofit2 Form fit adapter";"Belimo Retrofit2 Reducer";"Belimo Retrofit3 Actuator";"Belimo Retrofit3 Accessory";"Belimo Retrofit3 Form fit adapter";"Belimo Retrofit4 Actuator";"Belimo Retrofit4 Accessory";"Belimo Retrofit4 Form fit adapter";"Belimo Retrofit Valve";"Belimo Retrofit VA-Unit";"Version Number";Path
305442;11603400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";40;25 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305514;11662200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB141;;;"Rotary valve";50;35 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305485;11621400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG231;;;"Rotary valve";40;25 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305491;11621700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG232;;;"Rotary valve";50;40 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305572;11003900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4MG;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE3;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305540;11300900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;T;;;"Rotary valve";20;8 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305563;11000500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";15;1.6 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305439;11601000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";25;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305521;11662100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB142;;;"Rotary valve";40;25 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305488;11620700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG232;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305433;11600400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";15;1.6 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305569;11002700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";32;18 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305468;11640100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG141;;;"Rotary valve";15;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305566;11001100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305459;11603000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG133;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305518;11661000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB142;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305547;11720300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRH139;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305436;11600700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG131;;;"Rotary valve";20;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305553;11351100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4HG;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305560;11000200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";15;0.6 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305449;11602000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";15;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305451;11602200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305471;11640400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG141;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305445;11601600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";15;0.63 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305448;11601900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";15;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305455;11602600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";32;16 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305579;11050400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3G;;;"Rotary valve";40;28 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305504;11700800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG332;;;"Rotary valve";32;32 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305524;11661600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB143;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305575;11004100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4MGA;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE3;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305474;11641700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG141;;;"Rotary valve";50;40 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305585;11051600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4G;;;"Rotary valve";50;44 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305502;11700600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG332;;;"Rotary valve";20;13 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305531;11100400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3F;;;"Rotary valve";40;44 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305446;11601700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";15;1 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305501;11701300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG332;;;"Rotary valve";50;65 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305481;11641800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG142;;;"Rotary valve";50;40 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305475;11640800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG142;;;"Rotary valve";15;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305557;11002600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MGA;;;"Rotary valve";25;12 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305576;11050100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3G;;;"Rotary valve";20;8 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305550;11350100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4HG;;;"Rotary valve";25;8 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305528;11100100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3F;;;"Rotary valve";20;12 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305508;11660100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB141;;;"Rotary valve";15;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305554;11002100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3MG;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305478;11641100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG142;;;"Rotary valve";25;10 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305499;11700300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG331;;;"Rotary valve";32;32 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305534;11101000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3F;;;"Rotary valve";80;150 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305582;11051000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4G;;;"Rotary valve";25;12 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305551;11350200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;4HG;;;"Rotary valve";25;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE1;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305498;11700200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG331;;;"Rotary valve";25;17 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305450;11602100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";20;2.5 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305452;11602300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305472;11640500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG141;;;"Rotary valve";32;16 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305525;11661700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRB143;;;"Rotary valve";25;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305456;11603500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";40;25 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305580;11050600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3G;;;"Rotary valve";50;44 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305505;11701200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG332;;;"Rotary valve";40;45 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305586;11450100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;BIV;;;"Rotary valve";20;4 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305503;11700700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG332;;;"Rotary valve";25;17 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305532;11100600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;3F;;;"Rotary valve";50;60 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305447;11601800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG132;;;"Rotary valve";15;1.6 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
305482;11620100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ESBE;VRG231;;;"Rotary valve";20;6.3 m³/h;;;;;;;;;;;;;;;;;;;;;;HT24-3-T|HT24-3-S|HT24-SR-T|HT230-3-T|HT230-3-S|HTL24-3-T|HTL230-3-T;;MS-NRE6;;;;;;;;;;;;;;;23;"EU\Retrofit (Competitors)\Water Solutions|\Retrofit rotary valve\ESBE\"
